filing_date,cik,company_name,form_type,filing_date,accession,ticker
2015-04-15,1360442,"Cannabis Sativa, Inc.",10-K,2015-04-15,0001445866-15-000450,cbds
2015-05-29,1362703,QUINT MEDIA INC.,10-K,2015-05-29,0001493152-15-002304,obmp
2015-04-03,1363254,Pegasi Energy Resources Corporation.,10-K,2015-04-03,0001185185-15-000813,
2015-04-13,1363343,USA Zhimingde International Group Corp,10-K,2015-04-13,0001387131-15-001267,zmdc
2015-04-14,1365357,Baoshinn Corp,10-K,2015-04-14,0001091818-15-000062,zzll
2015-04-03,1365388,"Gulf & Orient Steamship Company, Ltd.",10-K,2015-04-03,0001010412-15-000048,hsti
2015-04-15,1365748,NOVAMEX ENERGY INC.,10-K,2015-04-15,0000721748-15-000266,
2015-04-03,1366312,"Juhl Energy, Inc",10-K,2015-04-03,0001437749-15-006815,
2015-04-10,1366407,DOUBLE CROWN RESOURCES INC.,10-K,2015-04-10,0001477932-15-002343,
2015-06-16,1367083,"Oculus Innovative Sciences, Inc.",10-K,2015-06-16,0001019687-15-002432,snoa
2015-04-20,1367416,"MIT Holding, Inc.",10-K,2015-04-20,0001493152-15-001516,
2015-06-04,1367832,AURORA DIAGNOSTICS HOLDINGS LLC,10-K,2015-06-04,0001564590-15-004842,
2015-05-26,1368637,Rockdale Resources Corp,10-K,2015-05-26,0001185185-15-001454,bbls
2015-04-07,1369203,HK BATTERY TECHNOLOGY INC,10-K,2015-04-07,0001078782-15-000540,
2015-04-20,1369774,"Shiner International, Inc.",10-K,2015-04-20,0001062993-15-002064,
2015-04-17,1369795,GYROTRON TECHNOLOGY INC,10-K,2015-04-17,0001477932-15-002564,
2015-04-03,1370804,MEDICAL IMAGING CORP.,10-K,2015-04-03,0001515971-15-000104,medd
2015-06-16,1372183,"Next 1 Interactive, Inc.",10-K,2015-06-16,0001144204-15-037435,mkgi
2015-06-15,1372184,"RADIANT CREATIONS GROUP, INC.",10-K,2015-06-15,0001262463-15-000435,nwyu
2015-04-10,1372336,LIBERTY ENERGY CORP.,10-K,2015-04-10,0001469709-15-000173,
2015-06-23,1372620,KALEX CORP,10-K,2015-06-23,0001477932-15-004018,
2015-05-19,1373485,"CROSS BORDER RESOURCES, INC.",10-K,2015-05-19,0001387131-15-001802,
2015-04-09,1373846,"China Internet Cafe Holdings Group, Inc.",10-K,2015-04-09,0001144204-15-022091,
2015-04-15,1374536,"Medytox Solutions, Inc.",10-K,2015-04-15,0001019687-15-001458,
2015-04-15,1375793,GTX CORP,10-K,2015-04-15,0001078782-15-000587,gtxo
2015-05-22,1376231,Soleil Capital L.P.,10-K,2015-05-22,0001580957-15-000039,vprb
2015-04-15,1376321,"ChinaNet Online Holdings, Inc.",10-K,2015-04-15,0001171843-15-001980,cnet
2015-04-15,1376755,"LATITUDE 360, INC.",10-K,2015-04-15,0001144204-15-023006,
2015-04-01,1377888,Power of The Dream Ventures Inc,10-K,2015-04-01,0001262463-15-000249,
2015-05-20,1377936,SARATOGA INVESTMENT CORP.,10-K,2015-05-20,0001193125-15-195078,saf
2015-04-15,1379245,"PEARTRACK SECURITY SYSTEMS, INC.",10-K,2015-04-15,0001379245-15-000014,
2015-04-03,1380412,ANGSTRON HOLDINGS Corp,10-K,2015-04-03,0001078782-15-000524,
2015-04-14,1381435,"Giggles N' Hugs, Inc.",10-K,2015-04-14,0001493152-15-001408,gigl
2015-04-16,1381447,"Munro Developments, Inc.",10-K,2015-04-16,0001078782-15-000590,
2015-04-10,1382112,"GREAT CHINA MANIA HOLDINGS, INC.",10-K,2015-04-10,0001511164-15-000204,gmev
2015-06-02,1382231,STRONGBOW RESOURCES INC.,10-K,2015-06-02,0001354488-15-002832,ftmr
2015-04-30,1383097,NAKED BRAND GROUP INC.,10-K,2015-04-30,0001062993-15-002282,
2015-04-15,1383825,"NET TALK.COM, INC.",10-K,2015-04-15,0001144204-15-023052,
2015-05-06,1384135,SMARTHEAT INC.,10-K,2015-05-06,0001185185-15-001125,lbti
2015-06-25,1385310,UV FLU TECHNOLOGIES INC,10-K,2015-06-25,0001144204-15-039048,
2015-04-30,1386018,"Tiger Oil & Energy, Inc.",10-K,2015-04-30,0001558891-15-000063,tgro
2015-06-22,1386765,"Saga Energy, Inc.",10-K,2015-06-22,0001214782-15-000039,
2015-04-15,1387054,FIRMA HOLDINGS CORP.,10-K,2015-04-15,0001214659-15-003103,
2015-04-15,1388486,"Spotlight Innovation, Inc.",10-K,2015-04-15,0001477932-15-002512,stlt
2015-04-15,1389034,Kallo Inc.,10-K,2015-04-15,0001002014-15-000162,kalo
2015-04-20,1389217,"ALLDIGITAL HOLDINGS, INC.",10-K,2015-04-20,0001493152-15-001525,
2015-04-14,1389294,Western Graphite Inc.,10-K,2015-04-14,0001213900-15-002691,
2015-04-28,1389415,INFRASTRUCTURE DEVELOPMENTS CORP.,10-K,2015-04-28,0001551163-15-000108,
2015-04-14,1389518,"Tongji Healthcare Group, Inc.",10-K,2015-04-14,0001199835-15-000122,cmgr
2015-04-14,1390072,"Generation Zero Group, Inc.",10-K,2015-04-14,0001511164-15-000207,
2015-04-15,1390705,"Uplift Nutrition, Inc.",10-K,2015-04-15,0001551163-15-000102,
2015-04-20,1390778,"VERDE SCIENCE, INC.",10-K,2015-04-20,0001477932-15-002607,
2015-05-01,1391407,BIOFUELS POWER CORP,10-K,2015-05-01,0001185185-15-001091,
2015-06-08,1392960,"MONGOLIA HOLDINGS, INC.",10-K,2015-06-08,0001393905-15-000305,
2015-04-01,1393052,VEEVA SYSTEMS INC,10-K,2015-04-01,0001564590-15-002300,veev
2015-04-15,1393540,IGEN NETWORKS CORP,10-K,2015-04-15,0001185185-15-000922,igen
2015-05-22,1394108,AJ GREENTECH HOLDINGS.,10-K,2015-05-22,0001554795-15-000246,suic
2015-04-13,1396054,ROSTOCK VENTURES CORP,10-K,2015-04-13,0001165527-15-000168,lith
2015-04-08,1396118,"HW Holdings, Inc.",10-K,2015-04-08,0001607062-15-000169,
2015-05-15,1396279,"hhgregg, Inc.",10-K,2015-05-15,0001396279-15-000018,
2015-04-15,1396536,"INFORMATION SYSTEMS ASSOCIATES, INC.",10-K,2015-04-15,0001264931-15-000168,duot
2015-04-13,1397951,"Cybergy Holdings, Inc.",10-K,2015-04-13,0001477932-15-002383,
2015-04-24,1398529,"GREENKRAFT, INC.",10-K,2015-04-24,0001517126-15-000103,gkit
2015-04-01,1398702,"Electronic Cigarettes International Group, Ltd.",10-K,2015-04-01,0001615774-15-000630,
2015-06-30,1399306,Grid Petroleum Corp.,10-K,2015-06-30,0001399306-15-000008,simld
2015-05-15,1400683,"Strainwise, Inc.",10-K,2015-05-15,0001127855-15-000198,stwc
2015-06-15,1401859,Falconridge Oil Technologies Corp.,10-K,2015-06-15,0001165527-15-000284,
2015-06-30,1402062,"Lake Victoria Mining Company, Inc.",10-K,2015-06-30,0001062993-15-003622,
2015-04-02,1402371,"ELRAY RESOURCES, INC.",10-K,2015-04-02,0001477932-15-002222,elra
2015-04-17,1402453,"EZJR, Inc.",10-K,2015-04-17,0001350071-15-000024,hher
2015-04-14,1402536,"AI DOCUMENT SERVICES, INC.",10-K,2015-04-14,0001078782-15-000566,
2015-04-16,1402737,HCi Viocare,10-K,2015-04-16,0001594062-15-000099,vica
2015-04-01,1403568,"Ulta Salon, Cosmetics & Fragrance, Inc.",10-K,2015-04-01,0001193125-15-115602,ulta
2015-05-28,1404943,"MetaStat, Inc.",10-K,2015-05-28,0001415889-15-001903,
2015-05-29,1405621,"NGA Holdco, LLC",10-K,2015-05-29,0001405621-15-000009,
2015-04-08,1407190,Violin Memory Inc,10-K,2015-04-08,0001193125-15-122996,
2015-04-15,1407268,ForceField Energy Inc.,10-K,2015-04-15,0001354488-15-001771,
2015-06-03,1407704,"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",10-K,2015-06-03,0001557240-15-000378,boty
2015-04-06,1408351,"Cardinal Energy Group, Inc.",10-K,2015-04-06,0001493152-15-001257,
2015-04-06,1409014,"Crowd Shares Aftermarket, Inc.",10-K,2015-04-06,0001493152-15-001254,
2015-04-15,1409171,Titan Machinery Inc.,10-K,2015-04-15,0001409171-15-000012,titn
2015-04-06,1409253,"Xterra Building Systems, Inc.",10-K,2015-04-06,0001477932-15-002260,
2015-06-12,1409375,"ORION ENERGY SYSTEMS, INC.",10-K,2015-06-12,0001409375-15-000013,oesx
2015-05-20,1409431,Theron Resource Group,10-K,2015-05-20,0001062993-15-002951,thro
2015-04-02,1409916,Nobilis Health Corp.,10-K,2015-04-02,0001062993-15-001772,nrtsf
2015-04-15,1410056,"GreenHunter Resources, Inc.",10-K,2015-04-15,0001437749-15-007432,
2015-04-06,1411179,"Red Giant Entertainment, Inc.",10-K,2015-04-06,0001165527-15-000156,
2015-06-29,1411685,"VistaGen Therapeutics, Inc.",10-K,2015-06-29,0001415889-15-002221,vtgn
2015-05-08,1411688,"Container Store Group, Inc.",10-K,2015-05-08,0001047469-15-004547,tcs
2015-04-21,1411730,"Solaris Power Cells, Inc.",10-K,2015-04-21,0001493152-15-001528,
2015-05-14,1412068,"Pretoria Resources Two, Inc",10-K,2015-05-14,0001477932-15-003091,
2015-06-29,1413263,"CHINA JO-JO DRUGSTORES, INC.",10-K,2015-06-29,0001213900-15-004826,cjjd
2015-04-16,1414043,"iHookup Social, Inc.",10-K,2015-04-16,0001199835-15-000134,fdbl
2015-04-15,1415998,National Automation Services Inc,10-K,2015-04-15,0001214659-15-003082,
2015-04-06,1416265,PROSPER MARKETPLACE INC,10-K,2015-04-06,0001564590-15-002385,
2015-04-15,1416697,"Blue Line Protection Group, Inc.",10-K,2015-04-15,0001077048-15-000027,blpg
2015-04-15,1416876,"First Choice Healthcare Solutions, Inc.",10-K,2015-04-15,0001144204-15-022784,fchs
2015-04-15,1418133,"Biostar Pharmaceuticals, Inc.",10-K,2015-04-15,0001185185-15-000919,
2015-04-16,1418372,"Salamander Innisbrook, LLC",10-K,2015-04-16,0001144204-15-023087,
2015-04-15,1418780,ColorStars Group,10-K,2015-04-15,0001418780-15-000006,
2015-04-15,1419275,"ASAP Expo, Inc.",10-K,2015-04-15,0001185185-15-000926,gbox
2015-04-15,1419559,"CAM Group, Inc.",10-K,2015-04-15,0001264931-15-000163,
2015-04-03,1419852,MATTRESS FIRM HOLDING CORP.,10-K,2015-04-03,0001558370-15-000438,
2015-04-15,1420030,"Targeted Medical Pharma, Inc.",10-K,2015-04-15,0001493152-15-001421,
2015-04-15,1420239,GRAPHITE CORP,10-K,2015-04-15,0001477932-15-002448,
2015-04-14,1420368,Hemcare Health Services Inc.,10-K,2015-04-14,0001477932-15-002428,dlti
2015-05-08,1421289,LIVEWIRE ERGOGENICS INC.,10-K,2015-05-08,0001013762-15-000445,lvvv
2015-04-14,1421766,Ceelox Inc.,10-K,2015-04-14,0001002014-15-000158,
2015-04-15,1421901,"4Cable TV International, Inc.",10-K,2015-04-15,0001594062-15-000098,
2015-04-15,1422222,Adama Technologies Corp,10-K,2015-04-15,0001422222-15-000005,
2015-04-15,1423325,"Incoming, Inc.",10-K,2015-04-15,0001445866-15-000442,icnn
2015-06-11,1423417,"CONSOLIDATED GEMS, INC.",10-K,2015-06-11,0001157523-15-002049,
2015-06-15,1423579,True 2 Beauty Inc.,10-K,2015-06-15,0001213900-15-004486,legx
2015-06-30,1423586,UNWALL INTERNATIONAL INC,10-K,2015-06-30,0001214659-15-005110,rihc
2015-04-02,1424151,"Plata Resources, Inc.",10-K,2015-04-02,0001477932-15-002228,
2015-04-20,1424151,"Plata Resources, Inc.",10-K,2015-04-20,0001477932-15-002597,
2015-06-08,1424549,"FUTURELAND, CORP.",10-K,2015-06-08,0001079974-15-000428,futl
2015-04-06,1424812,"Amarantus Bioscience Holdings, Inc.",10-K,2015-04-06,0001144204-15-021238,ambs
2015-04-15,1425627,"TransBiotec, Inc.",10-K,2015-04-15,0001477932-15-002495,sobr
2015-06-19,1427644,"CaerVision Global, Inc.",10-K,2015-06-19,0001427644-15-000018,qban
2015-06-29,1428389,"Blox, Inc.",10-K,2015-06-29,0001273511-15-000079,blxx
2015-04-15,1428816,"Epoxy, Inc.",10-K,2015-04-15,0001594062-15-000097,epxy
2015-04-01,1429393,Bollente Companies Inc.,10-K,2015-04-01,0001077048-15-000023,tkls
2015-04-15,1431074,"Bergio International, Inc.",10-K,2015-04-15,0001393905-15-000203,brgo
2015-04-01,1431934,OWC Pharmaceutical Research Corp.,10-K,2015-04-01,0001295345-15-000082,owcp
2015-04-15,1431959,TORCHLIGHT ENERGY RESOURCES INC,10-K,2015-04-15,0001199835-15-000129,trch
2015-04-15,1432754,CIG WIRELESS CORP.,10-K,2015-04-15,0001144204-15-023073,
2015-04-15,1432963,ENERGY & TECHNOLOGY CORP.,10-K,2015-04-15,0001213900-15-002766,
2015-05-06,1433821,AFFINITY MEDIAWORKS CORP,10-K,2015-05-06,0001354488-15-002126,
2015-04-15,1434477,"SUNVALLEY SOLAR, INC.",10-K,2015-04-15,0001551163-15-000101,
2015-04-13,1434737,Sears Oil & Gas,10-K,2015-04-13,0001551163-15-000087,srsg
2015-04-14,1434994,SILVER HILL MINES INC,10-K,2015-04-14,0001052918-15-000137,
2015-06-15,1435387,Discovery Energy Corp.,10-K,2015-06-15,0001144204-15-037063,denr
2015-04-14,1435617,"POWERDYNE INTERNATIONAL, INC.",10-K,2015-04-14,0001213900-15-002656,
2015-04-15,1436161,United Cannabis Corp,10-K,2015-04-15,0001553350-15-000363,cnabq
2015-04-15,1436229,BITCOIN SHOP INC.,10-K,2015-04-15,0001415889-15-001341,btcs
2015-04-15,1437517,ADVANCED CREDIT TECHNOLOGIES INC,10-K,2015-04-15,0001010549-15-000136,cloq
2015-04-15,1437557,"LILIS ENERGY, INC.",10-K,2015-04-15,0001213900-15-002726,
2015-05-19,1438901,"MEDCAREERS GROUP, Inc.",10-K,2015-05-19,0001121781-15-000144,fles
2015-06-25,1438943,Stevia First Corp.,10-K,2015-06-25,0001438943-15-000008,vbio
2015-04-15,1439133,"Windstream Technologies, Inc.",10-K,2015-04-15,0001493152-15-001458,
2015-04-16,1439199,CTPARTNERS EXECUTIVE SEARCH INC.,10-K,2015-04-16,0001439199-15-000019,
2015-04-15,1439254,Ceetop Inc.,10-K,2015-04-15,0001213900-15-002714,
2015-05-20,1439288,Rexnord Corp,10-K,2015-05-20,0001439288-15-000038,rxn
2015-05-20,1439397,"NORTHSIGHT CAPITAL, INC.",10-K,2015-05-20,0001078782-15-000872,ncap
2015-05-28,1440517,"Greenfield Farms Food, Inc.",10-K,2015-05-28,0001477932-15-003573,
2015-04-15,1441769,DIRECTVIEW HOLDINGS INC,10-K,2015-04-15,0001354488-15-001765,dirv
2015-05-11,1443388,GREEN HYGIENICS HOLDINGS INC.,10-K,2015-05-11,0001477932-15-002981,gryn
2015-05-21,1443646,Booz Allen Hamilton Holding Corp,10-K,2015-05-21,0001443646-15-000018,bah
2015-04-15,1444144,"ACCELERA INNOVATIONS, INC.",10-K,2015-04-15,0001493152-15-001451,
2015-04-15,1445235,HYBRID Coating Technologies Inc.,10-K,2015-04-15,0001062993-15-001986,
2015-06-30,1445541,TOA Distribution Systems Inc.,10-K,2015-06-30,0001552781-15-000672,
2015-04-10,1445815,"U.S. RARE EARTH MINERALS, INC",10-K,2015-04-10,0001213900-15-002590,bixt
2015-04-30,1446159,Skyline Medical Inc.,10-K,2015-04-30,0001144204-15-026613,poai
2015-05-28,1448056,NEW RELIC INC,10-K,2015-05-28,0001193125-15-204300,newr
2015-05-29,1449097,STATIONDIGITAL CORP,10-K,2015-05-29,0001615774-15-001293,
2015-04-15,1449349,ADVANCED MEDICAL ISOTOPE Corp,10-K,2015-04-15,0001199835-15-000132,rdgl
2015-04-02,1449792,"PIONEER POWER SOLUTIONS, INC.",10-K,2015-04-02,0001449792-15-000011,ppsi
2015-06-16,1449934,"CannLabs, Inc.",10-K,2015-06-16,0001571049-15-005076,
2015-04-15,1450335,"Commonwealth Income & Growth Fund VII, LP",10-K,2015-04-15,0001376474-15-000103,
2015-04-01,1451448,"VGambling, Inc.",10-K,2015-04-01,0001469709-15-000147,gmblw
2015-04-15,1451654,"PETROSONIC ENERGY, INC.",10-K,2015-04-15,0001493152-15-001444,
2015-04-15,1452476,"Sebring Software, Inc.",10-K,2015-04-15,0001144204-15-023070,
2015-04-15,1452580,"EHOUSE GLOBAL, INC.",10-K,2015-04-15,0001078782-15-000574,
2015-04-02,1452751,Nimble Storage Inc,10-K,2015-04-02,0001193125-15-117605,
2015-04-15,1453001,VACCINOGEN INC,10-K,2015-04-15,0001144204-15-023058,
2015-04-15,1454124,"5BARz International, Inc.",10-K,2015-04-15,0001017386-15-000087,
2015-04-15,1454510,"HIGH DESERT ASSETS, INC.",10-K,2015-04-15,0001079974-15-000278,
2015-04-15,1454742,HDS INTERNATIONAL CORP.,10-K,2015-04-15,0001002014-15-000164,gmer
2015-04-09,1455694,"SignPath Pharma, Inc.",10-K,2015-04-09,0001096906-15-000373,
2015-04-14,1455926,"Butte Highlands Mining Company, Inc.",10-K,2015-04-14,0001052918-15-000141,irnc
2015-04-09,1456455,"Energy Telecom, Inc.",10-K,2015-04-09,0001096906-15-000378,
2015-04-14,1456993,"STRAGENICS, INC.",10-K,2015-04-14,0001213900-15-002681,
2015-04-14,1457435,"Zentric, Inc.",10-K,2015-04-14,0001477932-15-002397,
2015-04-14,1458581,"ZENOSENSE, INC.",10-K,2015-04-14,0001594062-15-000095,zeno
2015-04-15,1460329,"Tiger Media, Inc.",10-K,2015-04-15,0001193125-15-131319,flnt
2015-06-30,1463208,PETROTERRA CORP.,10-K,2015-06-30,0001493152-15-002705,tlss
2015-04-15,1463959,"DS HEALTHCARE GROUP, INC.",10-K,2015-04-15,0001553350-15-000358,
2015-05-15,1464165,Pivot Pharmaceuticals Inc.,10-K,2015-05-15,0001477932-15-003314,betrf
2015-04-16,1464300,"ALL MARKETING SOLUTIONS, INC.",10-K,2015-04-16,0001494733-15-000062,ptpf
2015-04-08,1465509,XcelMobility Inc.,10-K,2015-04-08,0001144204-15-021718,
2015-04-29,1469284,Champion Pain Care Corp,10-K,2015-04-29,0001511164-15-000237,
2015-06-18,14693,BROWN FORMAN CORP,10-K,2015-06-18,0000014693-15-000014,bf-b
2015-04-01,14707,BROWN SHOE CO INC,10-K,2015-04-01,0000014707-15-000020,cal
2015-04-15,1471387,"PMX Communities, Inc.",10-K,2015-04-15,0001014897-15-000124,
2015-04-15,1471781,Gopher Protocol Inc.,10-K,2015-04-15,0001615774-15-000751,gtch
2015-06-01,1472277,KUN DE INTERNATIONAL HOLDINGS INC.,10-K,2015-06-01,0001477932-15-003636,
2015-06-23,1472595,"Accretive Health, Inc.",10-K,2015-06-23,0001472595-15-000051,rcm
2015-04-30,1472601,RYU APPAREL INC.,10-K,2015-04-30,0001214659-15-003464,
2015-04-10,1473287,SMSA CRANE ACQUISITION CORP.,10-K,2015-04-10,0001553350-15-000338,sscr
2015-04-15,1473654,"AlphaPoint Technology, Inc.",10-K,2015-04-15,0001161697-15-000179,lvbx
2015-04-15,1474167,Cosmos Holdings Inc.,10-K,2015-04-15,0001477932-15-002471,cosm
2015-05-11,1474464,"New York REIT, Inc.",10-K,2015-05-11,0001474464-15-000010,
2015-04-01,1475899,"NYTEX Energy Holdings, Inc.",10-K,2015-04-01,0001475899-15-000012,
2015-04-15,1477009,"Advanced Cannabis Solutions, Inc.",10-K,2015-04-15,0001213900-15-002780,cann
2015-06-15,1478087,"VIM BEVERAGE, INC.",10-K,2015-06-15,0001477932-15-003870,
2015-04-15,1479488,New Western Energy Corp,10-K,2015-04-15,0000721748-15-000275,
2015-04-15,1479681,"iGambit, Inc.",10-K,2015-04-15,0001211524-15-000040,clnh
2015-04-14,1479915,VapAria Corp,10-K,2015-04-14,0001387131-15-001290,
2015-04-03,1481218,"Massive Interactive, Inc.",10-K,2015-04-03,0001199835-15-000101,
2015-04-15,1481427,Technology Applications International Corp,10-K,2015-04-15,0001469709-15-000199,
2015-04-16,1482075,"Citadel Exploration, Inc.",10-K,2015-04-16,0001520138-15-000169,coil
2015-04-17,1482361,"Stratex Oil & Gas Holdings, Inc.",10-K,2015-04-17,0001213900-15-002823,
2015-04-16,1482541,Surna Inc.,10-K,2015-04-16,0001493152-15-001473,srna
2015-06-12,1483830,Niska Gas Storage Partners LLC,10-K,2015-06-12,0001047469-15-005420,
2015-04-15,1483935,"Empowered Products, Inc.",10-K,2015-04-15,0001019687-15-001454,
2015-04-15,1485029,"New Asia Holdings, Inc.",10-K,2015-04-15,0001445866-15-000453,nahd
2015-04-13,1485594,"Corruven, Inc.",10-K,2015-04-13,0001144204-15-022421,
2015-05-28,1486315,MIDWEST OIL & GAS INC.,10-K,2015-05-28,0001469709-15-000307,
2015-05-01,1486597,"SUPERNOVA ENERGY, INC.",10-K,2015-05-01,0001558891-15-000065,
2015-04-07,1487252,"RadTek, Inc",10-K,2015-04-07,0001014897-15-000111,
2015-04-15,1487718,"U-Vend, Inc.",10-K,2015-04-15,0001580695-15-000137,boxs
2015-04-15,1487843,"Kirin International Holding, Inc.",10-K,2015-04-15,0001213900-15-002736,yriv
2015-04-14,1487906,"CACHET FINANCIAL SOLUTIONS, INC.",10-K,2015-04-14,0001558370-15-000484,
2015-04-07,1487997,"Green Endeavors, Inc.",10-K,2015-04-07,0001445866-15-000396,
2015-04-15,1488501,"METROSPACES, INC.",10-K,2015-04-15,0001463967-15-000018,
2015-06-29,1488934,Scio Diamond Technology Corp,10-K,2015-06-29,0001575872-15-000047,
2015-06-01,1489096,"Thermon Group Holdings, Inc.",10-K,2015-06-01,0001489096-15-000044,thr
2015-04-27,1489300,Odenza Corp.,10-K,2015-04-27,0001554855-15-000023,odza
2015-04-21,1489902,"CHINA GEWANG BIOTECHNOLOGY, INC.",10-K,2015-04-21,0001511164-15-000222,
2015-04-02,1490636,"Gordmans Stores, Inc.",10-K,2015-04-02,0001193125-15-117882,
2015-05-01,1490873,"ECO SCIENCE SOLUTIONS, INC.",10-K,2015-05-01,0001490873-15-000006,essi
2015-05-04,1490927,Business Development Corp of America,10-K,2015-05-04,0001490927-15-000003,
2015-05-20,1490949,"TIGER JIUJIANG MINING, INC.",10-K,2015-05-20,0001062993-15-002949,
2015-04-01,1490983,"Campus Crest Communities, Inc.",10-K,2015-04-01,0001144204-15-020341,
2015-04-10,1491471,Green Innovations Ltd.,10-K,2015-04-10,0001477932-15-002349,
2015-04-15,1491829,ALPHA NETWORK ALLIANCE VENTURES INC.,10-K,2015-04-15,0001171520-15-000279,anav
2015-04-15,1492091,AUSCRETE Corp,10-K,2015-04-15,0001492091-15-000002,asck
2015-04-16,1492151,"World Moto, Inc.",10-K,2015-04-16,0001062993-15-002003,
2015-04-15,1493109,"BALLROOM DANCE FITNESS, INC.",10-K,2015-04-15,0001493109-15-000011,
2015-04-15,1493526,PROTECT PHARMACEUTICAL Corp,10-K,2015-04-15,0001551163-15-000098,prtt
2015-04-14,1493893,CHINA SHOUGUAN MINING Corp,10-K,2015-04-14,0001469709-15-000183,
2015-04-15,1494413,Innovative Product Opportunities Inc.,10-K,2015-04-15,0001262463-15-000266,twoh
2015-06-04,1494722,"BISON PETROLEUM, CORP.",10-K,2015-06-04,0001469709-15-000335,
2015-05-22,1495220,CarMax Auto Owner Trust 2010-2,10-K,2015-05-22,0001193125-15-198148,
2015-06-26,1496741,"HydroPhi Technologies Group, Inc.",10-K,2015-06-26,0001515971-15-000229,
2015-04-15,1496818,EXCELSIS INVESTMENTS INC.,10-K,2015-04-15,0001002014-15-000160,stth
2015-04-13,1496819,"DMH INTERNATIONAL, INC.",10-K,2015-04-13,0001398432-15-000167,
2015-04-24,1497188,"Toys R Us Property Co II, LLC",10-K,2015-04-24,0001497188-15-000004,
2015-06-09,1497253,"ORGANOVO HOLDINGS, INC.",10-K,2015-06-09,0001564590-15-004951,onvo
2015-04-14,1497647,"Grilled Cheese Truck, Inc.",10-K,2015-04-14,0001615774-15-000734,
2015-06-15,1498148,ON THE MOVE SYSTEMS CORP.,10-K,2015-06-15,0001161697-15-000262,aitx
2015-04-14,1498380,"ONLINE DISRUPTIVE TECHNOLOGIES, INC.",10-K,2015-04-14,0001062993-15-001962,ondr
2015-04-15,1499684,"Z Holdings Group, Inc.",10-K,2015-04-15,0001557240-15-000254,qian
2015-04-14,1499785,China Herb Group Holdings Corp,10-K,2015-04-14,0001213900-15-002672,tjbh
2015-04-15,1500198,"Original Source Entertainment, Inc.",10-K,2015-04-15,0001144204-15-023047,nmtcd
2015-04-15,1500497,GIA INVESTMENTS CORP.,10-K,2015-04-15,0001127855-15-000156,
2015-04-15,1500554,"AMERICAN REALTY CAPITAL - RETAIL CENTERS OF AMERICA, INC.",10-K,2015-04-15,0001500554-15-000008,
2015-04-15,1500904,"Rowl, Inc.",10-K,2015-04-15,0001615774-15-000740,
2015-04-15,1501257,"Yummy Flies, Inc.",10-K,2015-04-15,0001079974-15-000274,pnat
2015-04-01,1501268,"Bnet Media Group, Inc.",10-K,2015-04-01,0001551163-15-000071,bntt
2015-04-08,1501720,Brenham Oil & Gas Corp.,10-K,2015-04-08,0001501720-15-000005,
2015-04-15,1501958,"China Liaoning Dingxu Ecological Agriculture Development, Inc.",10-K,2015-04-15,0001554795-15-000150,clad
2015-05-12,1501972,"Sanomedics, Inc.",10-K,2015-05-12,0001477932-15-003009,
2015-04-15,1502629,MJ Pharmaceuticals Inc.,10-K,2015-04-15,0001185185-15-000915,
2015-04-21,1502630,"PLH Products, Inc.",10-K,2015-04-21,0001062993-15-002066,
2015-04-13,1503458,Key Link Assets Corp.,10-K,2015-04-13,0001393905-15-000186,ftxp
2015-06-23,1503985,"NUVEL HOLDINGS, INC.",10-K,2015-06-23,0001117768-15-000470,
2015-06-01,1504461,NGL Energy Partners LP,10-K,2015-06-01,0001104659-15-042429,ngl-pb
2015-04-15,1504464,MARILYNJEAN INTERACTIVE INC.,10-K,2015-04-15,0001078782-15-000568,
2015-05-22,1504496,CarMax Auto Owner Trust 2010-3,10-K,2015-05-22,0001193125-15-198155,
2015-04-01,1504747,Swisher Hygiene Inc.,10-K,2015-04-01,0001354488-15-001539,
2015-06-16,1506295,"VIZCONNECT, INC.",10-K,2015-06-16,0001477932-15-003896,
2015-04-13,1506325,Electric Tractor Corp.,10-K,2015-04-13,0001354488-15-001708,
2015-04-15,1506374,"ARABELLA EXPLORATION, INC.",10-K,2015-04-15,0001213900-15-002772,
2015-04-09,1506503,BREATHE ECIG CORP.,10-K,2015-04-09,0001214659-15-002959,
2015-04-15,1506814,JPX Global Inc.,10-K,2015-04-15,0001391609-15-000082,
2015-04-15,1507881,"USMD Holdings, Inc.",10-K,2015-04-15,0001193125-15-131517,
2015-04-15,1508381,Bionik Laboratories Corp.,10-K,2015-04-15,0001014897-15-000132,bnkl
2015-04-14,1509351,"Eventure Interactive, Inc.",10-K,2015-04-14,0001144204-15-022660,
2015-04-22,1509879,ROI LAND INVESTMENTS LTD,10-K,2015-04-22,0001019687-15-001572,
2015-04-15,1510247,LIFEAPPS DIGITAL MEDIA INC.,10-K,2015-04-15,0001615774-15-000760,lfap
2015-04-15,1510891,INDIA ECOMMERCE CORP,10-K,2015-04-15,0001079974-15-000270,
2015-04-15,1510949,Malaysia Pro-Guardians Security Management Corp,10-K,2015-04-15,0001554795-15-000152,
2015-04-02,1511071,"Poage Bankshares, Inc.",10-K,2015-04-02,0001144204-15-020782,pbsk
2015-04-10,1512074,RMG Networks Holding Corp,10-K,2015-04-10,0001398432-15-000158,
2015-04-15,1512787,Canwealth Minerals Corp,10-K,2015-04-15,0000721748-15-000253,
2015-05-18,1512886,NEUTRA CORP.,10-K,2015-05-18,0001161697-15-000232,ntrr
