filing_date,cik,company_name,form_type,filing_date,accession,ticker
2016-02-24,1404655,HUBSPOT INC,10-K,2016-02-24,0001564590-16-013204,hubs
2016-03-30,1404804,Omnitek Engineering Corp,10-K,2016-03-30,0001445866-16-001805,omtk
2016-02-26,1404912,KKR & Co. L.P.,10-K,2016-02-26,0001404912-16-000009,kkrs
2016-03-01,1405041,Momentive Performance Materials Inc.,10-K,2016-03-01,0001624826-16-000031,
2016-03-04,1405073,Approach Resources Inc,10-K,2016-03-04,0001193125-16-493387,
2016-03-30,1405198,"STRATS (SM) Trust for Ambac Financial Group, Inc. Securities, Series 2007-1",10-K,2016-03-30,0001140361-16-059468,
2016-03-30,1405332,"Fifth Third Holdings Funding, LLC",10-K,2016-03-30,0001193125-16-523586,
2016-03-30,1405332,"Fifth Third Holdings Funding, LLC",10-K,2016-03-30,0001193125-16-523593,
2016-03-30,1405332,"Fifth Third Holdings Funding, LLC",10-K,2016-03-30,0001193125-16-523604,
2016-03-30,1405332,"Fifth Third Holdings Funding, LLC",10-K,2016-03-30,0001193125-16-523615,
2016-03-30,1405332,"Fifth Third Holdings Funding, LLC",10-K,2016-03-30,0001193125-16-523628,
2016-03-30,1405332,"Fifth Third Holdings Funding, LLC",10-K,2016-03-30,0001193125-16-523639,
2016-02-18,1405495,"InterDigital, Inc.",10-K,2016-02-18,0001405495-16-000047,idcc
2016-03-24,1405513,"United States 12 Month Natural Gas Fund, LP",10-K,2016-03-24,0001144204-16-090059,unl
2016-03-11,1405528,"United States 12 Month Oil Fund, LP",10-K,2016-03-11,0001144204-16-087484,usl
2016-01-13,1405660,Alternative Investment Corp,10-K,2016-01-13,0001019687-16-004803,aiko
2016-03-30,1405858,"Abtech Holdings, Inc.",10-K,2016-03-30,0001144204-16-091320,
2016-03-04,1406587,Forestar Group Inc.,10-K,2016-03-04,0001406587-16-000077,for
2016-02-26,1406666,"CALIX, INC",10-K,2016-02-26,0001406666-16-000041,calx
2016-03-29,1407041,"WATCHTOWER, INC.",10-K,2016-03-29,0001477932-16-009229,
2016-03-15,1407067,Franklin Financial Network Inc.,10-K,2016-03-15,0001193125-16-504895,
2016-03-23,1407200,Discover Card Execution Note Trust,10-K,2016-03-23,0001193125-16-514817,
2016-02-24,1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,10-K,2016-02-24,0001171843-16-008096,roic
2016-02-16,1407703,FirstEnergy Solutions Corp.,10-K,2016-02-16,0001031296-16-000071,
2016-02-19,1407739,"DUPONT FABROS TECHNOLOGY, INC.",10-K,2016-02-19,0001407739-16-000178,
2016-03-25,1407805,ROCKIES REGION 2007 LP,10-K,2016-03-25,0001407805-16-000024,
2016-03-24,1407878,"Carbon Sciences, Inc.",10-K,2016-03-24,0001445866-16-001750,dloc
2016-02-12,1408075,GRAPHIC PACKAGING HOLDING CO,10-K,2016-02-12,0001408075-16-000053,gpk
2016-02-29,1408100,"Kennedy-Wilson Holdings, Inc.",10-K,2016-02-29,0001408100-16-000238,kw
2016-03-16,1408146,SCANDIUM INTERNATIONAL MINING CORP.,10-K,2016-03-16,0001062993-16-008361,scyyf
2016-02-26,1408198,MSCI Inc.,10-K,2016-02-26,0001193125-16-482334,msci
2016-03-22,1408278,"Synacor, Inc.",10-K,2016-03-22,0001193125-16-513635,
2016-03-30,1408351,"Cardinal Energy Group, Inc.",10-K,2016-03-30,0001493152-16-008429,
2016-02-10,1408356,SOLARCITY CORP,10-K,2016-02-10,0001564590-16-012549,
2016-03-28,1408534,"First Guaranty Bancshares, Inc.",10-K,2016-03-28,0001408534-16-000053,fgbip
2016-03-30,1409431,Theron Resource Group,10-K,2016-03-30,0001062993-16-008600,thro
2016-02-25,1409493,CHIMERA INVESTMENT CORP,10-K,2016-02-25,0001157523-16-004744,cim-pa
2016-03-03,1409775,"BBVA COMPASS BANCSHARES, INC",10-K,2016-03-03,0001409775-16-000075,
2016-03-15,1409916,Nobilis Health Corp.,10-K,2016-03-15,0001062993-16-008351,nrtsf
2016-03-03,1409947,Ridgewood Energy W Fund LLC,10-K,2016-03-03,0001214659-16-010035,
2016-02-22,1409970,LendingClub Corp,10-K,2016-02-22,0001409970-16-001762,lc
2016-03-28,1409999,"Digital Development Partners, Inc.",10-K,2016-03-28,0001144204-16-090541,dgdm
2016-03-15,1410098,CorMedix Inc.,10-K,2016-03-15,0001354488-16-006585,crmd
2016-03-14,1410172,"Rubicon Technology, Inc.",10-K,2016-03-14,0001193125-16-502855,rbcn
2016-02-12,1410384,"Q2 Holdings, Inc.",10-K,2016-02-12,0001410384-16-000173,qtwo
2016-03-10,1410428,Vringo Inc,10-K,2016-03-10,0001144204-16-087235,xspa
2016-02-25,1410636,"American Water Works Company, Inc.",10-K,2016-02-25,0001564590-16-013247,awk
2016-02-26,1410939,Ophthotech Corp.,10-K,2016-02-26,0001047469-16-010519,isee
2016-03-28,1411036,"CleanTech Biofuels, Inc.",10-K,2016-03-28,0001354488-16-006725,clth
2016-03-16,1411059,"KBS Real Estate Investment Trust II, Inc.",10-K,2016-03-16,0001411059-16-000060,kbrs
2016-02-29,1411158,"Anacor Pharmaceuticals, Inc.",10-K,2016-02-29,0001047469-16-010583,
2016-01-27,1411168,Dutch Oven Gold Group Inc.,10-K,2016-01-27,0001376474-16-000540,
2016-02-19,1411207,Allison Transmission Holdings Inc,10-K,2016-02-19,0001193125-16-469168,alsn
2016-03-15,1411303,"Cape Bancorp, Inc.",10-K,2016-03-15,0001437749-16-027675,
2016-03-11,1411342,Ellington Financial LLC,10-K,2016-03-11,0001411342-16-000114,efc-pa
2016-03-02,1411488,"BLACKHAWK NETWORK HOLDINGS, INC",10-K,2016-03-02,0001411488-16-000077,
2016-02-29,1411494,Apollo Global Management LLC,10-K,2016-02-29,0001411494-16-000030,apo-pa
2016-02-22,1411574,"Surgical Care Affiliates, Inc.",10-K,2016-02-22,0001564590-16-012993,
2016-03-08,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",10-K,2016-03-08,0001047469-16-010880,amc
2016-03-30,1411643,Reef Oil & Gas Income & Development Fund III LP,10-K,2016-03-30,0001104659-16-108715,
2016-03-30,1411879,"INNOVUS PHARMACEUTICALS, INC.",10-K,2016-03-30,0001415889-16-005397,
2016-02-26,1411906,"Ampio Pharmaceuticals, Inc.",10-K,2016-02-26,0001193125-16-479780,ampe
2016-03-07,1412043,"OPOWER, INC.",10-K,2016-03-07,0001193125-16-495278,
2016-03-14,1412067,Oncothyreon Inc.,10-K,2016-03-14,0001193125-16-503582,
2016-03-01,1412100,"Maiden Holdings, Ltd.",10-K,2016-03-01,0001412100-16-000132,mhnc
2016-02-25,1412232,VWR Corp,10-K,2016-02-25,0001412232-16-000065,
2016-03-01,1412270,Care.com Inc,10-K,2016-03-01,0001412270-16-000034,
2016-03-14,1412347,"Westmoreland Resource Partners, LP",10-K,2016-03-14,0001412347-16-000078,wmlpq
2016-03-15,1412486,"Cocrystal Pharma, Inc.",10-K,2016-03-15,0001415889-16-005091,cocp
2016-03-14,1412502,Sterling Real Estate Trust,10-K,2016-03-14,0001558370-16-004086,
2016-01-13,1412659,"Regenicin, Inc.",10-K,2016-01-13,0001662252-16-000036,rgin
2016-03-03,1412665,"MidWestOne Financial Group, Inc.",10-K,2016-03-03,0001412665-16-000134,mofg
2016-03-30,1413119,"Kraig Biocraft Laboratories, Inc",10-K,2016-03-30,0001654954-16-000209,kblb
2016-02-17,1413329,Philip Morris International Inc.,10-K,2016-02-17,0001413329-16-000076,pm
2016-03-15,1413837,First Foundation Inc.,10-K,2016-03-15,0001564590-16-014870,ffwm
2016-03-08,1413898,A. H. Belo Corp,10-K,2016-03-08,0001413898-16-000038,ahc
2016-02-25,1414475,Western Gas Partners LP,10-K,2016-02-25,0001414475-16-000061,
2016-02-16,1414953,"Mojo Organics, Inc.",10-K,2016-02-16,0001607062-16-000676,mojo
2016-03-29,1414964,Resource Real Estate Investors 6 LP,10-K,2016-03-29,0001414964-16-000026,
2016-02-24,1415020,Thompson Creek Metals Co Inc.,10-K,2016-02-24,0001415020-16-000138,
2016-03-03,1415301,"Del Frisco's Restaurant Group, Inc.",10-K,2016-03-03,0001415301-16-000022,
2016-02-29,1415311,ProShares Trust II,10-K,2016-02-29,0001193125-16-485710,gll
2016-03-30,1415332,Lithium Corp,10-K,2016-03-30,0001165527-16-000711,ltum
2016-03-15,1415336,Zeltiq Aesthetics Inc,10-K,2016-03-15,0001628280-16-012690,
2016-02-24,1415404,EchoStar CORP,10-K,2016-02-24,0001104659-16-099355,sats
2016-03-10,1415624,YuMe Inc,10-K,2016-03-10,0001437749-16-027335,
2016-03-17,1415684,MusclePharm Corp,10-K,2016-03-17,0001193125-16-507417,mslp
2016-03-18,1416265,"PROSPER MARKETPLACE, INC",10-K,2016-03-18,0001564590-16-015019,
2016-02-25,1416792,Relypsa Inc,10-K,2016-02-25,0001564590-16-013394,
2016-03-30,1417663,"SANUWAVE Health, Inc.",10-K,2016-03-30,0001437749-16-028700,snwv
2016-01-15,14177,BRIDGFORD FOODS CORP,10-K,2016-01-15,0001437749-16-023725,brid
2016-02-24,1418076,Solar Capital Ltd.,10-K,2016-02-24,0001193125-16-475766,slrc
2016-02-29,1418091,"TWITTER, INC.",10-K,2016-02-29,0001564590-16-013646,twtr
2016-02-25,1418121,"Apple Hospitality REIT, Inc.",10-K,2016-02-25,0001185185-16-003772,aple
2016-02-23,1418135,"Dr Pepper Snapple Group, Inc.",10-K,2016-02-23,0001418135-16-000050,kdp
2016-02-19,1418175,DuPont Fabros Technology LP,10-K,2016-02-19,0001407739-16-000178,
2016-03-29,1418302,Renewable Energy Acquisition Corp.,10-K,2016-03-29,0001575872-16-000308,
2016-02-25,1418819,Iridium Communications Inc.,10-K,2016-02-25,0001564590-16-013397,irdm
2016-03-07,1419242,ATLANTIC POWER CORP,10-K,2016-03-07,0001558370-16-003867,at
2016-02-24,1419521,Hatteras Financial Corp,10-K,2016-02-24,0001564590-16-013185,
2016-01-28,1419552,"AFH ACQUISITION XII, INC.",10-K,2016-01-28,0001607062-16-000626,
2016-01-28,1419553,"AFH ACQUISITION XI, INC.",10-K,2016-01-28,0001607062-16-000625,
2016-03-28,1419554,Bone Biologics Corp,10-K,2016-03-28,0001493152-16-008297,bblg
2016-01-28,1419556,"AFH Acquisition IX, Inc.",10-K,2016-01-28,0001607062-16-000620,
2016-01-28,1419560,"AFH Acquisition VIII, Inc.",10-K,2016-01-28,0001607062-16-000624,
2016-02-29,1419581,Federal-Mogul Holdings Corp,10-K,2016-02-29,0001628280-16-011881,
2016-01-13,1419582,BLUE SPHERE CORP.,10-K,2016-01-13,0001387131-16-003897,blsp
2016-03-30,1419583,"Eos Petro, Inc.",10-K,2016-03-30,0001445866-16-001820,
2016-03-11,1419600,Flexion Therapeutics Inc,10-K,2016-03-11,0001193125-16-501453,flxn
2016-03-29,1419806,RARE ELEMENT RESOURCES LTD,10-K,2016-03-29,0001052918-16-000897,reemf
2016-03-30,1419951,Data Storage Corp,10-K,2016-03-30,0001615774-16-004722,dtstw
2016-01-28,1420033,"AFH ACQUISITION V, INC.",10-K,2016-01-28,0001607062-16-000621,
2016-01-28,1420034,"AFH ACQUISITION VI, INC.",10-K,2016-01-28,0001607062-16-000622,
2016-01-28,1420035,"AFH ACQUISITION VII, INC.",10-K,2016-01-28,0001607062-16-000623,
2016-02-19,1420302,"LogMeIn, Inc.",10-K,2016-02-19,0001193125-16-469163,
2016-03-04,1420525,"1st Century Bancshares, Inc.",10-K,2016-03-04,0001437749-16-026765,
2016-03-30,1420569,Pulse Beverage Corp,10-K,2016-03-30,0001472375-16-000320,
2016-02-18,1420783,Columbia Pipeline Partners LP,10-K,2016-02-18,0001420783-16-000035,
2016-02-16,1420800,Colfax CORP,10-K,2016-02-16,0001420800-16-000047,cfxa
2016-03-03,1420811,"On Deck Capital, Inc.",10-K,2016-03-03,0001420811-16-000111,
2016-03-30,1421204,GENSPERA INC,10-K,2016-03-30,0001144204-16-091511,nspx
2016-02-29,1421461,"Intrepid Potash, Inc.",10-K,2016-02-29,0001421461-16-000031,ipi
2016-03-04,1421517,"Energy Recovery, Inc.",10-K,2016-03-04,0001437749-16-026759,erii
2016-02-16,1421601,"WESTMOUNTAIN GOLD, INC.",10-K,2016-02-16,0001513162-16-000713,wmtn
2016-03-15,1421602,WESTMOUNTAIN DISTRESSED DEBT INC,10-K,2016-03-15,0001079974-16-001042,
2016-03-15,1421636,WestMountain Alternative Energy Inc,10-K,2016-03-15,0001079974-16-001041,cbnt
2016-03-11,1421907,Trident Brands Inc,10-K,2016-03-11,0001165527-16-000688,tdnt
2016-03-30,1422105,Noranda Aluminum Holding CORP,10-K,2016-03-30,0001422105-16-000333,
2016-03-30,1422141,ZETA ACQUISITION CORP I,10-K,2016-03-30,0001213900-16-012022,
2016-03-30,1422142,ZETA ACQUISITION CORP II,10-K,2016-03-30,0001213900-16-012024,arpo
2016-03-17,1422143,"Kura Oncology, Inc.",10-K,2016-03-17,0001564590-16-014998,kura
2016-02-29,1422183,FS Investment CORP,10-K,2016-02-29,0001193125-16-485431,fsk
2016-02-16,1422295,"Trans-Pacific Aerospace Company, Inc.",10-K,2016-02-16,0001019687-16-005184,
2016-03-04,1423542,"SKULLCANDY, INC.",10-K,2016-03-04,0001423542-16-000112,
2016-03-04,1423586,RORINE INTERNATIONAL HOLDING Corp,10-K,2016-03-04,0001214659-16-010075,rihc
2016-02-23,1423689,American Capital Agency Corp,10-K,2016-02-23,0001423689-16-000053,agnco
2016-02-23,1423824,ALDER BIOPHARMACEUTICALS INC,10-K,2016-02-23,0001564590-16-013074,
2016-02-25,1423902,"Western Gas Equity Partners, LP",10-K,2016-02-25,0001423902-16-000042,wes
2016-03-28,1424151,"Plata Resources, Inc.",10-K,2016-03-28,0001477932-16-009183,
2016-03-30,1424328,MULTIMEDIA PLATFORMS INC.,10-K,2016-03-30,0001477932-16-009297,
2016-02-11,1424454,Rovi Corp,10-K,2016-02-11,0001424454-16-000040,
2016-02-29,1424657,"Pleasant Kids, Inc.",10-K,2016-02-29,0001469709-16-000697,cuenw
2016-02-18,1424755,Travelport Worldwide LTD,10-K,2016-02-18,0001571049-16-011912,
2016-03-30,1424768,VYCOR MEDICAL INC,10-K,2016-03-30,0001654954-16-000200,vyco
2016-03-30,1424879,"Moody National REIT I, Inc.",10-K,2016-03-30,0001387131-16-004801,
2016-02-29,1424929,FOX FACTORY HOLDING CORP,10-K,2016-02-29,0001424929-16-000069,foxf
2016-03-11,1425173,Novagen Ingenium Inc.,10-K,2016-03-11,0000721748-16-001043,
2016-03-30,1425203,"CPSM, Inc.",10-K,2016-03-30,0001014897-16-000490,asdn
2016-03-11,1425205,"Lion Biotechnologies, Inc.",10-K,2016-03-11,0001144204-16-087506,iova
2016-03-25,1425287,Workhorse Group Inc.,10-K,2016-03-25,0001013762-16-001424,wkhs
2016-02-18,1425292,"CVR PARTNERS, LP",10-K,2016-02-18,0001425292-16-000092,uan
2016-03-30,1425355,"Mill City Ventures III, Ltd",10-K,2016-03-30,0000721748-16-001122,mcvt
2016-03-28,1426506,SMG Indium Resources Ltd.,10-K,2016-03-28,0001144204-16-090610,smgi
2016-03-11,1426800,"ASSEMBLY BIOSCIENCES, INC.",10-K,2016-03-11,0001144204-16-087539,asmb
2016-03-30,1426850,"LEAF Equipment Finance Fund 4, L.P.",10-K,2016-03-30,0001140361-16-059398,
2016-02-26,1426945,"Echo Global Logistics, Inc.",10-K,2016-02-26,0001426945-16-000016,echo
2016-02-12,14272,BRISTOL MYERS SQUIBB CO,10-K,2016-02-12,0000014272-16-000288,bmymp
2016-02-26,1427437,"Entergy Texas, Inc.",10-K,2016-02-26,0000065984-16-000436,ezt
2016-03-07,1427925,ACELRX PHARMACEUTICALS INC,10-K,2016-03-07,0001437749-16-026987,acrx
2016-03-29,1428040,Polaris Futures Fund L.P.,10-K,2016-03-29,0001193125-16-520740,
2016-03-28,1428042,Meritage Futures Fund L.P.,10-K,2016-03-28,0001193125-16-519537,
2016-03-28,1428043,LV Futures Fund L.P.,10-K,2016-03-28,0001193125-16-519544,
2016-02-18,1428205,"Armour Residential REIT, Inc.",10-K,2016-02-18,0001428205-16-000300,arr-pc
2016-03-31,1428336,HEALTHEQUITY INC,10-K,2016-03-31,0001428336-16-000041,hqy
2016-02-25,1428522,"Radius Health, Inc.",10-K,2016-02-25,0001047469-16-010440,rdus
2016-02-26,1428875,SERVICEMASTER GLOBAL HOLDINGS INC,10-K,2016-02-26,0001428875-16-000152,tmx
2016-03-15,1429260,"Fortress Biotech, Inc.",10-K,2016-03-15,0001144204-16-088262,fbiop
2016-03-09,1429560,TREVENA INC,10-K,2016-03-09,0001047469-16-010926,trvn
2016-01-13,1429896,"ACTIVECARE, INC.",10-K,2016-01-13,0001096906-16-001328,
2016-03-30,1430174,"Oro East Mining, Inc.",10-K,2016-03-30,0001185185-16-004097,
2016-03-16,1430259,Carey Watermark Investors Inc,10-K,2016-03-16,0001430259-16-000032,
2016-03-03,1430306,Tonix Pharmaceuticals Holding Corp.,10-K,2016-03-03,0001144204-16-085821,tnxp
2016-03-29,1430319,C & C TOURS INC,10-K,2016-03-29,0001477932-16-009219,
2016-02-18,1430523,"REALBIZ MEDIA GROUP, INC",10-K,2016-02-18,0001437749-16-025662,vrus
2016-02-19,1430592,"Financial Engines, Inc.",10-K,2016-02-19,0001564590-16-012937,
2016-02-25,1430602,"Scripps Networks Interactive, Inc.",10-K,2016-02-25,0001564590-16-013418,
2016-02-24,1430723,"ServisFirst Bancshares, Inc.",10-K,2016-02-24,0001144204-16-084092,sfbs
2016-03-30,1430960,FLURIDA GROUP INC,10-K,2016-03-30,0001477932-16-009322,
2016-03-30,1431074,"Bergio International, Inc.",10-K,2016-03-30,0001393905-16-000815,brgo
2016-03-10,1431372,Gastar Exploration Inc.,10-K,2016-03-10,0001564590-16-014421,gst
2016-03-30,1431567,Oak Valley Bancorp,10-K,2016-03-30,0001437749-16-028703,ovly
2016-03-14,1431766,FSP 303 East Wacker Drive Corp.,10-K,2016-03-14,0001171520-16-000876,
2016-03-30,1431959,TORCHLIGHT ENERGY RESOURCES INC,10-K,2016-03-30,0001199835-16-000696,trch
2016-03-14,1432150,"GigOptix, Inc.",10-K,2016-03-14,0001140361-16-057556,
2016-03-22,1432196,Pershing Gold Corp.,10-K,2016-03-22,0001144204-16-089470,
2016-01-27,1432271,Rampart Studios Inc.,10-K,2016-01-27,0001376474-16-000541,
2016-03-04,1432939,CREDEX CORP,10-K,2016-03-04,0001549983-16-000012,
2016-03-31,1432963,ENERGY & TECHNOLOGY CORP.,10-K,2016-03-31,0001213900-16-012093,
2016-02-29,1433195,APPFOLIO INC,10-K,2016-02-29,0001433195-16-000016,appf
2016-03-14,1433269,Diligent Corp,10-K,2016-03-14,0001047469-16-011110,
2016-02-24,1433270,ANTERO RESOURCES Corp,10-K,2016-02-24,0001558370-16-003450,ar
2016-03-28,1433607,"InspireMD, Inc.",10-K,2016-03-28,0001615774-16-004660,nsprz
2016-02-29,1433660,John Bean Technologies CORP,10-K,2016-02-29,0001628280-16-012004,jbt
2016-03-10,1433714,"CASTLIGHT HEALTH, INC.",10-K,2016-03-10,0001433714-16-000059,cslt
2016-03-30,1433821,"American Housing Income Trust, Inc.",10-K,2016-03-30,0001659173-16-000204,
2016-01-14,1433994,CurrencyShares Singapore Dollar Trust,10-K,2016-01-14,0001193125-16-429869,fxsg
2016-02-26,1434070,RIDGEWOOD ENERGY Y FUND LLC,10-K,2016-02-26,0001214659-16-009870,
2016-03-30,1434110,"Propell Technologies Group, Inc.",10-K,2016-03-30,0001144204-16-091311,prop
2016-03-03,1434316,FATE THERAPEUTICS INC,10-K,2016-03-03,0001564590-16-013981,fate
2016-03-03,1434524,CLEARSIGN COMBUSTION CORP,10-K,2016-03-03,0001144204-16-085858,clir
2016-02-17,1434588,"Grand Canyon Education, Inc.",10-K,2016-02-17,0001193125-16-467102,lope
2016-02-26,1434620,"Interval Leisure Group, Inc.",10-K,2016-02-26,0001047469-16-010516,iilg
2016-03-01,1434621,"LendingTree, Inc.",10-K,2016-03-01,0001434621-16-000052,tree
2016-03-16,1434647,"KEMPHARM, INC",10-K,2016-03-16,0001564590-16-014881,kmph
2016-02-24,1434729,"HSN, Inc.",10-K,2016-02-24,0001434729-16-000024,
2016-03-30,1434842,Forbes Energy Services Ltd.,10-K,2016-03-30,0001434842-16-000069,flss
2016-02-25,1434868,"Esperion Therapeutics, Inc.",10-K,2016-02-25,0001047469-16-010437,espr
2016-03-08,1435049,"ADURO BIOTECH, INC.",10-K,2016-03-08,0001564590-16-014215,kdny
2016-03-29,1435224,"HPC Acquisitions, Inc.",10-K,2016-03-29,0001575872-16-000306,vegl
2016-02-19,1436229,BTCS Inc.,10-K,2016-02-19,0001493152-16-007517,btcs
2016-03-14,1436425,"HOME BANCORP, INC.",10-K,2016-03-14,0001193125-16-503074,hbcp
2016-03-30,1436942,MEWBOURNE ENERGY PARTNERS 08-A LP,10-K,2016-03-30,0001387131-16-004782,
2016-03-24,1436975,LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC,10-K,2016-03-24,0001144204-16-090168,lvpr
2016-02-22,1437071,Invesco Mortgage Capital Inc.,10-K,2016-02-22,0001437071-16-000052,ivr-pb
2016-02-29,1437106,"Ascent Capital Group, Inc.",10-K,2016-02-29,0001437106-16-000160,
2016-02-18,1437107,"Discovery Communications, Inc.",10-K,2016-02-18,0001437107-16-000059,discb
2016-03-25,1437226,"Mastech Holdings, Inc.",10-K,2016-03-25,0001193125-16-517521,mhh
2016-03-04,1437402,"ARDELYX, INC.",10-K,2016-03-04,0001193125-16-493375,ardx
2016-03-28,1437479,ENB Financial Corp,10-K,2016-03-28,0001174947-16-002339,enbp
2016-02-26,1437491,Magnolia Solar Corp,10-K,2016-02-26,0001013762-16-001343,zest
2016-02-29,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,10-K,2016-02-29,0001437578-16-000066,bfam
2016-03-15,1437786,Immune Design Corp.,10-K,2016-03-15,0001437786-16-000031,
2016-02-24,1438133,TANDEM DIABETES CARE INC,10-K,2016-02-24,0001564590-16-013192,tndm
2016-02-25,1438231,Digimarc CORP,10-K,2016-02-25,0001193125-16-478031,dmrc
2016-02-26,1438533,"Retrophin, Inc.",10-K,2016-02-26,0001628280-16-011857,tvtx
2016-03-25,1438672,BAKKEN ENERGY CORP.,10-K,2016-03-25,0001078782-16-002463,
2016-03-25,1438672,BAKKEN ENERGY CORP.,10-K,2016-03-25,0001078782-16-002471,
2016-03-25,1438672,BAKKEN ENERGY CORP.,10-K,2016-03-25,0001078782-16-002479,
2016-03-25,1438672,BAKKEN ENERGY CORP.,10-K,2016-03-25,0001078782-16-002487,
2016-03-28,1438672,BAKKEN ENERGY CORP.,10-K,2016-03-28,0001078782-16-002496,
2016-03-22,1438673,"Evergreen-Agra, Inc.",10-K,2016-03-22,0001376474-16-000595,
2016-02-24,1439095,MRC GLOBAL INC.,10-K,2016-02-24,0001439095-16-000041,mrc
2016-02-26,1439222,AGIOS PHARMACEUTICALS INC,10-K,2016-02-26,0001193125-16-481973,agio
2016-02-19,1439404,ZYNGA INC,10-K,2016-02-19,0001193125-16-470104,znga
2016-03-24,1439567,"United States Short Oil Fund, LP",10-K,2016-03-24,0001144204-16-090061,dno
2016-03-01,1440024,"Roadrunner Transportation Systems, Inc.",10-K,2016-03-01,0001440024-16-000049,rrts
2016-03-30,1440760,"China Network Media, Inc.",10-K,2016-03-30,0001144204-16-091377,
2016-02-22,1441236,Clearwater Paper Corp,10-K,2016-02-22,0001628280-16-011455,clw
2016-03-30,1441693,MARRONE BIO INNOVATIONS INC,10-K,2016-03-30,0001193125-16-523740,mbii
2016-02-18,1441849,CLOUD PEAK ENERGY INC.,10-K,2016-02-18,0001104659-16-097811,
2016-02-24,1442145,"Verisk Analytics, Inc.",10-K,2016-02-24,0001442145-16-000057,vrsk
2016-03-16,1442236,Quest Resource Holding Corp,10-K,2016-03-16,0001564590-16-014921,qrhc
2016-02-24,1442626,"Bluerock Residential Growth REIT, Inc.",10-K,2016-02-24,0001144204-16-084083,brg-pc
2016-03-09,1442741,"Xenith Bankshares, Inc.",10-K,2016-03-09,0001193125-16-498418,
2016-02-26,1443669,Proto Labs Inc,10-K,2016-02-26,0001437749-16-026114,prlb
2016-03-21,1443799,"Gener8 Maritime, Inc.",10-K,2016-03-21,0001558370-16-004269,
2016-02-26,1444145,"Demand Pooling, Inc.",10-K,2016-02-26,0001554795-16-000545,
2016-03-30,1444145,"Demand Pooling, Inc.",10-K,2016-03-30,0001554795-16-000598,
2016-03-17,1444363,"GAIN Capital Holdings, Inc.",10-K,2016-03-17,0001444363-16-000191,
2016-02-29,1444380,NEVRO CORP,10-K,2016-02-29,0001193125-16-485541,nvro
2016-03-11,1444397,Ocean Shore Holding Co.,10-K,2016-03-11,0001144204-16-087591,
2016-03-14,1444598,"Change Healthcare Holdings, Inc.",10-K,2016-03-14,0001193125-16-503653,
2016-03-29,1444706,"CROSSROADS CAPITAL, INC.",10-K,2016-03-29,0001144204-16-090992,
2016-02-08,1444839,GoldLand Holdings Corp.,10-K,2016-02-08,0001091818-16-000216,brvo
2016-03-01,1445049,Energy Future Competitive Holdings Co LLC,10-K,2016-03-01,0001445049-16-000016,
2016-03-01,1445146,Energy Future Intermediate Holding CO LLC,10-K,2016-03-01,0001445146-16-000019,
2016-03-30,1445283,"PROTEOSTASIS THERAPEUTICS, INC.",10-K,2016-03-30,0001193125-16-524022,ymtx
2016-03-01,1445305,WORKIVA INC,10-K,2016-03-01,0001445305-16-000085,wk
2016-03-16,1445918,"Southern Concepts Restaurant Group, Inc.",10-K,2016-03-16,0001079973-16-000855,
2016-03-16,1446159,Skyline Medical Inc.,10-K,2016-03-16,0001171843-16-008621,poai
2016-03-30,1446371,"Strategic Realty Trust, Inc.",10-K,2016-03-30,0001144204-16-091512,sgic
2016-03-31,1446687,"Hartman Short Term Income Properties XX, Inc.",10-K,2016-03-31,0001446687-16-000126,
2016-03-02,1446714,"Macquarie Equipment Leasing Fund, LLC",10-K,2016-03-02,0001144204-16-085588,
2016-03-30,1446806,"ICON Equipment & Corporate Infrastructure Fund Fourteen, L.P.",10-K,2016-03-30,0001446806-16-000020,
2016-02-19,1446847,IRONWOOD PHARMACEUTICALS INC,10-K,2016-02-19,0001047469-16-010251,irwd
2016-03-09,1447028,Arbutus Biopharma Corp,10-K,2016-03-09,0001628280-16-012462,abus
2016-03-14,1447051,Territorial Bancorp Inc.,10-K,2016-03-14,0001104659-16-104824,tbnk
2016-03-30,1447380,MOBIVITY HOLDINGS CORP.,10-K,2016-03-30,0001562762-16-000365,mfon
2016-02-29,1447599,FITBIT INC,10-K,2016-02-29,0001447599-16-000018,
2016-03-30,1448038,Redwood Mortgage Investors IX,10-K,2016-03-30,0001193125-16-523979,
2016-03-15,1448431,OptimizeRx Corp,10-K,2016-03-15,0001213900-16-011609,oprx
2016-03-30,1448597,Bullfrog Gold Corp.,10-K,2016-03-30,0001393905-16-000811,augg
2016-02-29,1448893,Essent Group Ltd.,10-K,2016-02-29,0001628280-16-011882,esnt
2016-03-10,1449278,TUBEMOGUL INC,10-K,2016-03-10,0001564590-16-014450,
2016-03-07,1449488,CSI Compressco LP,10-K,2016-03-07,0001449488-16-000090,cclp
2016-03-10,1449732,"Willbros Group, Inc.\NEW\",10-K,2016-03-10,0001449732-16-000018,
2016-03-31,1449792,"PIONEER POWER SOLUTIONS, INC.",10-K,2016-03-31,0001144204-16-091897,ppsi
2016-03-30,1449794,"Embassy Bancorp, Inc.",10-K,2016-03-30,0001449794-16-000038,emyb
