filing_date,cik,company_name,form_type,filing_date,accession,ticker
2018-02-26,1361538,Primoris Services Corp,10-K,2018-02-26,0001558370-18-001107,prim
2018-02-20,1361658,WYNDHAM WORLDWIDE CORP,10-K,2018-02-20,0001361658-18-000003,tnl
2018-03-01,1361983,ORBCOMM Inc.,10-K,2018-03-01,0001564590-18-003995,orbc
2018-02-28,1362004,"ICF International, Inc.",10-K,2018-02-28,0001564590-18-003648,icfi
2018-03-01,1362468,Allegiant Travel CO,10-K,2018-03-01,0001362468-18-000008,algt
2018-01-16,1362516,"Cleartronic, Inc.",10-K,2018-01-16,0001091818-18-000006,clri
2018-03-12,1362705,Sanchez Midstream Partners LP,10-K,2018-03-12,0001558370-18-001824,snmp
2018-02-13,1362988,Aircastle LTD,10-K,2018-02-13,0001362988-18-000067,
2018-03-28,1363573,"MV Portfolios, Inc.",10-K,2018-03-28,0001580695-18-000168,
2018-02-28,1363829,Enstar Group LTD,10-K,2018-02-28,0001363829-18-000026,esgro
2018-03-29,1363958,"WESTERN CAPITAL RESOURCES, INC.",10-K,2018-03-29,0001615774-18-002185,wcrs
2018-03-01,1364099,"Innophos Holdings, Inc.",10-K,2018-03-01,0001364099-18-000004,
2018-02-16,1364250,Douglas Emmett Inc,10-K,2018-02-16,0001364250-18-000007,dei
2018-03-09,1364397,RIDGEWOOD ENERGY T FUND LLC,10-K,2018-03-09,0001214659-18-002003,
2018-02-28,1364479,HERC HOLDINGS INC,10-K,2018-02-28,0001364479-18-000005,hri
2018-02-28,1364742,BlackRock Inc.,10-K,2018-02-28,0001564590-18-003744,blk
2018-02-09,1364885,"Spirit AeroSystems Holdings, Inc.",10-K,2018-02-09,0001628280-18-001356,spr
2018-02-26,1364954,"CHEGG, INC",10-K,2018-02-26,0001364954-18-000039,chgg
2018-02-23,1364962,IMPERVA INC,10-K,2018-02-23,0001564590-18-003043,impv
2018-03-01,1365038,LEAF GROUP LTD.,10-K,2018-03-01,0001558370-18-001395,leaf
2018-03-07,1365101,Primo Water Corp,10-K,2018-03-07,0001437749-18-004109,
2018-02-22,1365135,Western Union CO,10-K,2018-02-22,0001365135-18-000013,wu
2018-03-16,1365555,"Amtrust Financial Services, Inc.",10-K,2018-03-16,0001365555-18-000052,afft
2018-03-09,1366246,GLU MOBILE INC,10-K,2018-03-09,0001558370-18-001808,gluu
2018-03-14,1366340,"FINJAN HOLDINGS, INC.",10-K,2018-03-14,0001366340-18-000013,
2018-03-02,1366744,HOMELAND ENERGY SOLUTIONS LLC,10-K,2018-03-02,0001366744-18-000007,
2018-02-23,1366868,"Globalstar, Inc.",10-K,2018-02-23,0001366868-18-000007,gsat
2018-03-23,1366928,AEP Texas Central Transition Funding II LLC,10-K,2018-03-23,0001366928-18-000004,
2018-02-22,1367064,"Archrock Partners, L.P.",10-K,2018-02-22,0001367064-18-000006,
2018-02-28,1367306,PowerShares DB Multi-Sector Commodity Trust,10-K,2018-02-28,0001564590-18-003592,
2018-02-28,1367306,PowerShares DB Multi-Sector Commodity Trust,10-K,2018-02-28,0001564590-18-003593,
2018-02-28,1367306,PowerShares DB Multi-Sector Commodity Trust,10-K,2018-02-28,0001564590-18-003594,
2018-02-28,1367306,PowerShares DB Multi-Sector Commodity Trust,10-K,2018-02-28,0001564590-18-003600,
2018-02-28,1367306,PowerShares DB Multi-Sector Commodity Trust,10-K,2018-02-28,0001564590-18-003607,
2018-02-28,1367306,PowerShares DB Multi-Sector Commodity Trust,10-K,2018-02-28,0001564590-18-003614,
2018-02-28,1367306,PowerShares DB Multi-Sector Commodity Trust,10-K,2018-02-28,0001564590-18-003615,
2018-02-23,1367644,Emergent BioSolutions Inc.,10-K,2018-02-23,0001367644-18-000014,ebs
2018-03-01,1367920,"CONCERT PHARMACEUTICALS, INC.",10-K,2018-03-01,0001367920-18-000012,cnce
2018-03-15,1368148,"ATHERSYS, INC / NEW",10-K,2018-03-15,0001193125-18-084081,athx
2018-03-13,1368265,Clean Energy Fuels Corp.,10-K,2018-03-13,0001368265-18-000010,clne
2018-03-29,1368514,"ADMA BIOLOGICS, INC.",10-K,2018-03-29,0001193805-18-000470,adma
2018-03-29,1368757,"GTJ REIT, Inc.",10-K,2018-03-29,0001564590-18-007123,gttj
2018-02-16,1368761,"Start Scientific, Inc.",10-K,2018-02-16,0001391609-18-000028,stsc
2018-03-12,1369290,MYOMO INC,10-K,2018-03-12,0001193125-18-079222,myo
2018-03-14,1369568,"CATALYST PHARMACEUTICALS, INC.",10-K,2018-03-14,0001193125-18-082292,cprx
2018-03-05,1370053,ANAPTYSBIO INC,10-K,2018-03-05,0001370053-18-000014,anab
2018-03-09,1370450,"Willdan Group, Inc.",10-K,2018-03-09,0001558370-18-001811,wldn
2018-03-01,1370637,ETSY INC,10-K,2018-03-01,0001370637-18-000020,etsy
2018-02-28,1370702,QUANTENNA COMMUNICATIONS INC,10-K,2018-02-28,0001370702-18-000004,
2018-02-27,1370754,"Special Value Continuation Partners, LP",10-K,2018-02-27,0001370754-18-000004,
2018-02-27,1370755,TCP Capital Corp.,10-K,2018-02-27,0001370755-18-000012,tcpc
2018-02-23,1370880,"FireEye, Inc.",10-K,2018-02-23,0001370880-18-000011,feye
2018-02-21,1370946,Owens Corning,10-K,2018-02-21,0001370946-18-000010,oc
2018-03-19,1371128,BioSolar Inc,10-K,2018-03-19,0001213900-18-003145,bsrc
2018-02-14,1371285,TRUPANION INC.,10-K,2018-02-14,0001371285-18-000014,trup
2018-01-24,1371451,HIGHWATER ETHANOL LLC,10-K,2018-01-24,0001371451-18-000004,heol
2018-03-16,1371489,Information Services Group Inc.,10-K,2018-03-16,0001558370-18-002157,iii
2018-02-28,1371571,PowerShares DB US Dollar Index Trust,10-K,2018-02-28,0001564590-18-003618,
2018-02-28,1371571,PowerShares DB US Dollar Index Trust,10-K,2018-02-28,0001564590-18-003668,
2018-03-14,1371782,MV Oil Trust,10-K,2018-03-14,0001047469-18-001644,mvo
2018-03-01,1372020,Great Lakes Dredge & Dock CORP,10-K,2018-03-01,0001564590-18-003940,gldd
2018-03-15,1372299,HISTOGENICS CORP,10-K,2018-03-15,0001564590-18-005711,ocgn
2018-02-23,1372414,"AEROHIVE NETWORKS, INC",10-K,2018-02-23,0001372414-18-000007,
2018-03-02,1372514,EYEGATE PHARMACEUTICALS INC,10-K,2018-03-02,0001144204-18-012542,eyeg
2018-03-22,1372612,BOX INC,10-K,2018-03-22,0001564590-18-006572,box
2018-03-07,1372807,"KCAP Financial, Inc.",10-K,2018-03-07,0001144204-18-013345,hcapz
2018-03-30,1373206,"STRATS Trust For News Corp. Securities, Series 2006-4",10-K,2018-03-30,0001387131-18-001306,
2018-03-12,1373670,"Green Brick Partners, Inc.",10-K,2018-03-12,0001373670-18-000015,grbk
2018-03-06,1373707,TETRAPHASE PHARMACEUTICALS INC,10-K,2018-03-06,0001564590-18-004528,
2018-02-28,1373715,"ServiceNow, Inc.",10-K,2018-02-28,0001373715-18-000058,now
2018-02-22,1374310,"Cboe Global Markets, Inc.",10-K,2018-02-22,0001558370-18-000953,cboe
2018-02-23,1374535,Altra Industrial Motion Corp.,10-K,2018-02-23,0001564590-18-003056,aimc
2018-02-22,1374684,"MULESOFT, INC",10-K,2018-02-22,0001374684-18-000006,
2018-03-09,1374690,"ZAFGEN, INC.",10-K,2018-03-09,0001193125-18-077456,lrmr
2018-03-06,1375151,"ZOGENIX, INC.",10-K,2018-03-06,0001375151-18-000006,zgnx
2018-03-02,1375205,UR-ENERGY INC,10-K,2018-03-02,0001558370-18-001465,urg
2018-03-02,1375796,"Telaria, Inc.",10-K,2018-03-02,0001628280-18-002676,
2018-02-26,1376139,CVR ENERGY INC,10-K,2018-02-26,0001376139-18-000016,cvi
2018-02-28,1376227,"United States Natural Gas Fund, LP",10-K,2018-02-28,0001144204-18-011710,ung
2018-03-29,1376912,Rockies Region 2006 Limited Partnership,10-K,2018-03-29,0001376912-18-000005,
2018-03-07,1377121,"Protagonist Therapeutics, Inc",10-K,2018-03-07,0001558370-18-001637,ptgx
2018-03-30,1377149,CareView Communications Inc,10-K,2018-03-30,0001387131-18-001293,crvw
2018-02-20,1377167,"Financial Gravity Companies, Inc.",10-K,2018-02-20,0001683168-18-000456,fgco
2018-03-09,1377178,Ridgewood Energy U Fund LLC,10-K,2018-03-09,0001214659-18-002001,
2018-03-19,1377630,"National CineMedia, Inc.",10-K,2018-03-19,0001564590-18-006130,ncmi
2018-03-30,1377848,"ICON LEASING FUND TWELVE, LLC",10-K,2018-03-30,0001377848-18-000002,
2018-02-28,1378453,TRAVELCENTERS OF AMERICA LLC,10-K,2018-02-28,0001378453-18-000009,tannz
2018-03-05,1378624,"Cellular Biomedicine Group, Inc.",10-K,2018-03-05,0001654954-18-002152,
2018-03-01,1378946,"People's United Financial, Inc.",10-K,2018-03-01,0001193125-18-067489,pbctp
2018-03-14,1378950,"U.S. Auto Parts Network, Inc.",10-K,2018-03-14,0001628280-18-003196,prts
2018-03-01,1379041,"Employers Holdings, Inc.",10-K,2018-03-01,0001379041-18-000030,eig
2018-03-28,1379404,"Corporate Backed Callable Trust Certificates, J.C. Penny Debenture-Backed Series 2006-1 Trust",10-K,2018-03-28,0001019965-18-000108,
2018-02-28,1379527,WisdomTree Continuous Commodity Index Master Fund,10-K,2018-02-28,0001193125-18-063946,
2018-02-28,1379606,WisdomTree Continuous Commodity Index Fund,10-K,2018-02-28,0001193125-18-063946,gcc
2018-02-16,1379661,Targa Resources Partners LP,10-K,2018-02-16,0001564590-18-002343,
2018-02-28,1379785,Triangle Capital CORP,10-K,2018-02-28,0001379785-18-000014,bbdc
2018-02-22,1379895,DYNEGY INC.,10-K,2018-02-22,0001379895-18-000003,
2018-02-28,1380509,"HFF, Inc.",10-K,2018-02-28,0001193125-18-064332,
2018-02-23,1380846,"TriState Capital Holdings, Inc.",10-K,2018-02-23,0001380846-18-000007,tscap
2018-03-01,1381197,"Interactive Brokers Group, Inc.",10-K,2018-03-01,0001047469-18-001166,ibkr
2018-02-23,1381531,Domtar CORP,10-K,2018-02-23,0001564590-18-002964,ufs
2018-02-13,1381871,"US Highland, Inc.",10-K,2018-02-13,0001477932-18-000790,czni
2018-03-02,1382574,"TRXADE GROUP, INC.",10-K,2018-03-02,0001078782-18-000252,meds
2018-02-22,1382821,Redfin Corp,10-K,2018-02-22,0001382821-18-000008,rdfn
2018-02-28,1383054,POWERSHARES DB SILVER FUND,10-K,2018-02-28,0001564590-18-003607,dbs
2018-02-28,1383055,PowerShares DB Gold Fund,10-K,2018-02-28,0001564590-18-003614,dgl
2018-02-28,1383057,PowerShares DB Precious Metals Fund,10-K,2018-02-28,0001564590-18-003600,dbp
2018-02-28,1383058,PowerShares DB Oil Fund,10-K,2018-02-28,0001564590-18-003594,dbo
2018-02-28,1383062,PowerShares DB Energy Fund,10-K,2018-02-28,0001564590-18-003593,dbe
2018-02-28,1383082,POWERSHARES DB AGRICULTURE FUND,10-K,2018-02-28,0001564590-18-003592,dba
2018-02-28,1383084,POWERSHARES DB BASE METALS FUND,10-K,2018-02-28,0001564590-18-003615,dbb
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102384,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102395,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102399,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102401,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102403,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102454,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102459,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102460,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102462,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102464,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102465,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102475,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102476,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102477,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102481,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102483,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102490,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102498,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102499,
2018-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2018-03-30,0001193125-18-102505,
2018-02-28,1383149,POWERSHARES DB US DOLLAR INDEX BEARISH FUND,10-K,2018-02-28,0001564590-18-003618,udn
2018-02-28,1383151,PowerShares DB US Dollar Index Bullish Fund,10-K,2018-02-28,0001564590-18-003616,uup
2018-01-23,1383394,TRANSACT ENERGY CORP,10-K,2018-01-23,0001078782-18-000057,tegy
2018-02-21,1383650,"Cheniere Energy Partners, L.P.",10-K,2018-02-21,0001383650-18-000005,cqp
2018-03-08,1383701,Conatus Pharmaceuticals Inc.,10-K,2018-03-08,0001564590-18-004914,hsto
2018-03-21,1384072,"Vanguard Natural Resources, Inc.",10-K,2018-03-21,0001384072-18-000020,grzzu
2018-02-27,1384101,"VERACYTE, INC.",10-K,2018-02-27,0001384101-18-000006,vcyt
2018-03-15,1384195,"RING ENERGY, INC.",10-K,2018-03-15,0001144204-18-014905,rei
2018-02-26,1384905,RingCentral Inc,10-K,2018-02-26,0001564590-18-003245,rng
2018-02-23,1385280,"Cinemark Holdings, Inc.",10-K,2018-02-23,0001564590-18-002969,cnk
2018-02-27,1385292,Monotype Imaging Holdings Inc.,10-K,2018-02-27,0001193125-18-060842,
2018-01-16,1385329,"Creative Waste Solutions, Inc.",10-K,2018-01-16,0001477932-18-000214,cwss
2018-02-20,1385613,"GREENLIGHT CAPITAL RE, LTD.",10-K,2018-02-20,0001385613-18-000013,glre
2018-03-09,1385662,RIDGEWOOD ENERGY V FUND LLC,10-K,2018-03-09,0001214659-18-002004,
2018-02-13,1385799,Advanced Biomedical Technologies Inc.,10-K,2018-02-13,0001493152-18-001918,abmt
2018-03-12,1385849,ENERGY FUELS INC,10-K,2018-03-12,0001385849-18-000018,uuuu-wt
2018-03-28,1385867,Coupa Software Inc,10-K,2018-03-28,0001564590-18-006986,coup
2018-03-28,1386164,CERES ABINGDON L.P.,10-K,2018-03-28,0001193125-18-099192,
2018-02-27,1386278,GREEN DOT CORP,10-K,2018-02-27,0001386278-18-000013,gdot
2018-03-15,1386570,ChromaDex Corp.,10-K,2018-03-15,0001654954-18-002621,cdxc
2018-03-29,1387061,"Lightstone Value Plus Real Estate Investment Trust V, Inc.",10-K,2018-03-29,0001144204-18-017921,lvvp
2018-02-28,1387156,AIRXPANDERS INC,10-K,2018-02-28,0001437749-18-003460,
2018-03-28,1387637,"Corporate Backed Callable Trust Certificates, J.C. Penney Debenture-Backed Series 2007-1 Trust",10-K,2018-03-28,0001019965-18-000107,
2018-03-29,1387713,"NEULION, INC.",10-K,2018-03-29,0001214659-18-002492,
2018-03-16,1388320,"Actinium Pharmaceuticals, Inc.",10-K,2018-03-16,0001213900-18-003091,atnm
2018-02-27,1388430,"CAI International, Inc.",10-K,2018-02-27,0001388430-18-000004,cai-pb
2018-03-01,1388658,"iRhythm Technologies, Inc.",10-K,2018-03-01,0001564590-18-004080,irtc
2018-03-01,1389002,MARIN SOFTWARE INC,10-K,2018-03-01,0001564590-18-003932,mrin
2018-02-22,1389050,"Archrock, Inc.",10-K,2018-02-22,0001389050-18-000006,aroc
2018-02-16,1389170,Targa Resources Corp.,10-K,2018-02-16,0001564590-18-002330,trgp
2018-03-21,1389545,"NovaBay Pharmaceuticals, Inc.",10-K,2018-03-21,0001437749-18-005177,nby
2018-03-23,1389772,FIRST PRIORITY FINANCIAL CORP.,10-K,2018-03-23,0001564590-18-006661,
2018-03-27,1389936,MS Structured SATURNS Series 2007-1,10-K,2018-03-27,0000903423-18-000179,
2018-03-15,1390162,Howard Bancorp Inc,10-K,2018-03-15,0001144204-18-014840,hbmd
2018-03-15,1390213,Corporate Property Associates 17 - Global INC,10-K,2018-03-15,0001390213-18-000007,
2018-03-16,1390312,"Bancorp of New Jersey, Inc.",10-K,2018-03-16,0001558370-18-002196,
2018-02-28,1390777,Bank of New York Mellon Corp,10-K,2018-02-28,0001390777-18-000069,bk
2018-02-16,1390844,WABCO Holdings Inc.,10-K,2018-02-16,0001390844-18-000003,
2018-02-08,1391127,"Limelight Networks, Inc.",10-K,2018-02-08,0001391127-18-000016,llnw
2018-03-29,1391933,QUAINT OAK BANCORP INC,10-K,2018-03-29,0000927089-18-000147,qnto
2018-03-08,1392091,"Blueknight Energy Partners, L.P.",10-K,2018-03-08,0001392091-18-000031,bkepp
2018-03-28,1392380,"Gevo, Inc.",10-K,2018-03-28,0001564590-18-006978,gevo
2018-03-08,1392449,Green Planet Bio Engineering Co. Ltd.,10-K,2018-03-08,0001654954-18-002291,gplb
2018-03-28,1392545,"Lightning Gaming, Inc.",10-K,2018-03-28,0000890163-18-000015,
2018-03-29,1392902,"Endurance Exploration Group, Inc.",10-K,2018-03-29,0001511164-18-000189,expl
2018-02-15,1392972,"PROS Holdings, Inc.",10-K,2018-02-15,0001392972-18-000068,pro
2018-03-05,1393020,"Invuity, Inc.",10-K,2018-03-05,0001558370-18-001510,ivty
2018-03-30,1393052,VEEVA SYSTEMS INC,10-K,2018-03-30,0001564590-18-007164,veev
2018-03-01,1393066,Resolute Forest Products Inc.,10-K,2018-03-01,0001393066-18-000003,rfp
2018-03-01,1393311,Public Storage,10-K,2018-03-01,0001393311-18-000004,psa-pg
2018-03-29,1393359,MAN FRM MANAGED FUTURES STRATEGIES LLC,10-K,2018-03-29,0001104659-18-021283,
2018-03-08,1393434,"OCULAR THERAPEUTIX, INC",10-K,2018-03-08,0001558370-18-001678,ocul
2018-02-21,1393612,Discover Financial Services,10-K,2018-02-21,0001393612-18-000012,dfs
2018-03-14,1393726,TIPTREE INC.,10-K,2018-03-14,0001393726-18-000013,tipt
2018-03-01,1393818,Blackstone Group L.P.,10-K,2018-03-01,0001193125-18-067079,bx
2018-02-12,1393883,"DHI GROUP, INC.",10-K,2018-02-12,0001393883-18-000008,dhx
2018-03-21,1394056,ONE STOP SYSTEMS INC,10-K,2018-03-21,0001564590-18-006453,oss
2018-02-16,1394074,"Spectra Energy Partners, LP",10-K,2018-02-16,0001394074-18-000004,
2018-03-09,1394156,"Diversified Restaurant Holdings, Inc.",10-K,2018-03-09,0001394156-18-000009,
2018-03-01,1394319,"Tracon Pharmaceuticals, Inc.",10-K,2018-03-01,0001564590-18-003925,tcon
2018-01-04,1394638,CREATIVE LEARNING Corp,10-K,2018-01-04,0001615774-18-000094,clcn
2018-03-27,1394922,"ATEL 12, LLC",10-K,2018-03-27,0001144204-18-016955,
2018-03-16,1395317,DJO Finance LLC,10-K,2018-03-16,0001564590-18-005909,
2018-03-08,1395585,First Trinity Financial CORP,10-K,2018-03-08,0001437749-18-004171,
2018-03-13,1395848,ADESTO TECHNOLOGIES Corp,10-K,2018-03-13,0001558370-18-001978,
2018-03-08,1395937,Syndax Pharmaceuticals Inc,10-K,2018-03-08,0001564590-18-004911,sndx
2018-02-21,1395942,"KAR Auction Services, Inc.",10-K,2018-02-21,0001395942-18-000028,kar
2018-02-27,1396009,Vulcan Materials CO,10-K,2018-02-27,0001396009-18-000011,vmc
2018-02-27,1396033,"Lumber Liquidators Holdings, Inc.",10-K,2018-02-27,0001144204-18-010939,ll
2018-02-23,1396440,Main Street Capital CORP,10-K,2018-02-23,0001047469-18-000997,main
2018-02-15,1396446,"CYS Investments, Inc.",10-K,2018-02-15,0001396446-18-000023,
2018-03-22,1396549,"Entergy Gulf States Reconstruction Funding I, LLC",10-K,2018-03-22,0000065984-18-000103,
2018-03-29,1396633,SUMMER ENERGY HOLDINGS INC,10-K,2018-03-29,0001445866-18-000304,sume
2018-03-29,1396730,First National Master Note Trust,10-K,2018-03-29,0001193125-18-100929,
2018-02-28,1396814,"Pacira Pharmaceuticals, Inc.",10-K,2018-02-28,0001396814-18-000009,pcrx
2018-03-21,1396877,"United States Diesel-Heating Oil Fund, LP",10-K,2018-03-21,0001144204-18-016029,
2018-03-14,1396878,"United States Gasoline Fund, LP",10-K,2018-03-14,0001144204-18-014596,uga
2018-03-08,1397047,"FlexShopper, Inc.",10-K,2018-03-08,0001213900-18-002740,fpay
2018-03-27,1397187,lululemon athletica inc.,10-K,2018-03-27,0001397187-18-000013,lulu
2018-03-29,1397403,IMH Financial Corp,10-K,2018-03-29,0001397403-18-000004,
2018-02-21,1397911,LPL Financial Holdings Inc.,10-K,2018-02-21,0001397911-18-000011,lpla
2018-03-01,1398659,Genpact LTD,10-K,2018-03-01,0001564590-18-004031,g
2018-02-27,1398987,REALOGY HOLDINGS CORP.,10-K,2018-02-27,0001398987-18-000017,rlgy
2018-03-09,1399249,"Pzena Investment Management, Inc.",10-K,2018-03-09,0001399249-18-000012,pzn
2018-03-08,1399529,Dicerna Pharmaceuticals Inc,10-K,2018-03-08,0001193125-18-075129,drna
2018-03-28,1399935,Francesca's Holdings CORP,10-K,2018-03-28,0001144204-18-017543,franq
2018-03-07,1400810,"HCI Group, Inc.",10-K,2018-03-07,0001193125-18-073515,hci
2018-02-27,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",10-K,2018-02-27,0001401257-18-000060,fet
2018-03-28,1401521,UNITED INSURANCE HOLDINGS CORP.,10-K,2018-03-28,0001401521-18-000044,uihc
2018-03-09,1401564,"First Financial Northwest, Inc.",10-K,2018-03-09,0000939057-18-000097,ffnw
2018-03-09,1401667,"PUMA BIOTECHNOLOGY, INC.",10-K,2018-03-09,0001564590-18-005152,pbyi
2018-02-27,1401680,Cornerstone OnDemand Inc,10-K,2018-02-27,0001401680-18-000004,csod
2018-03-07,1401708,NanoString Technologies Inc,10-K,2018-03-07,0001401708-18-000058,nstg
2018-03-28,1401914,"Dare Bioscience, Inc.",10-K,2018-03-28,0001564590-18-006989,dare
2018-03-01,1402057,CDW Corp,10-K,2018-03-01,0001402057-18-000038,cdw
2018-03-16,1402281,Erin Energy Corp.,10-K,2018-03-16,0001402281-18-000017,
2018-02-28,1402436,SS&C Technologies Holdings Inc,10-K,2018-02-28,0001564590-18-003827,ssnc
2018-03-27,1402453,Her Imports,10-K,2018-03-27,0001493152-18-003963,hher
2018-03-27,1402479,MYOS RENS TECHNOLOGY INC.,10-K,2018-03-27,0001213900-18-003522,mdvl
2018-03-13,1402829,Orion Group Holdings Inc,10-K,2018-03-13,0001402829-18-000003,orn
2018-02-23,1403256,Och-Ziff Capital Management Group LLC,10-K,2018-02-23,0001403256-18-000053,scu
2018-03-01,1403431,"Heritage-Crystal Clean, Inc.",10-K,2018-03-01,0001403431-18-000018,hcci
2018-03-15,1403475,Bank of Marin Bancorp,10-K,2018-03-15,0001403475-18-000006,bmrc
2018-02-23,1403528,"Oaktree Capital Group, LLC",10-K,2018-02-23,0001403528-18-000009,oak-pb
2018-03-26,1403676,"GelTech Solutions, Inc.",10-K,2018-03-26,0001553350-18-000246,gltc
2018-03-07,1403708,Evoke Pharma Inc,10-K,2018-03-07,0001564590-18-004725,evok
2018-03-14,1403752,Zymeworks Inc.,10-K,2018-03-14,0001193125-18-082473,zyme
2018-03-16,1403853,"Nuverra Environmental Solutions, Inc.",10-K,2018-03-16,0001403853-18-000006,nes
2018-03-16,1404296,Atlantic Coast Financial CORP,10-K,2018-03-16,0001144204-18-015207,
2018-03-01,1404624,"Affinion Group Holdings, Inc.",10-K,2018-03-01,0001564590-18-004158,
2018-03-12,1404644,"AQUINOX PHARMACEUTICALS, INC",10-K,2018-03-12,0001193125-18-079210,nltx
2018-02-13,1404655,HUBSPOT INC,10-K,2018-02-13,0001564590-18-001962,hubs
2018-03-30,1404804,Omnitek Engineering Corp,10-K,2018-03-30,0001445866-18-000309,omtk
2018-02-23,1404912,KKR & Co. L.P.,10-K,2018-02-23,0001404912-18-000005,kkrs
2018-03-21,1404973,"Energy XXI Gulf Coast, Inc.",10-K,2018-03-21,0001558370-18-002298,
2018-02-27,1405041,Momentive Performance Materials Inc.,10-K,2018-02-27,0001405041-18-000004,
2018-03-09,1405073,Approach Resources Inc,10-K,2018-03-09,0001564590-18-005124,
2018-03-30,1405198,"STRATS (SM) Trust for Ambac Financial Group, Inc. Securities, Series 2007-1",10-K,2018-03-30,0001387131-18-001308,
2018-03-05,1405227,"LAS VEGAS RAILWAY EXPRESS, INC.",10-K,2018-03-05,0001096906-18-000122,ural
2018-03-28,1405332,"Fifth Third Holdings Funding, LLC",10-K,2018-03-28,0001193125-18-099266,
2018-03-28,1405332,"Fifth Third Holdings Funding, LLC",10-K,2018-03-28,0001193125-18-099279,
2018-03-28,1405332,"Fifth Third Holdings Funding, LLC",10-K,2018-03-28,0001193125-18-099308,
2018-02-22,1405495,"InterDigital, Inc.",10-K,2018-02-22,0001405495-18-000015,idcc
2018-03-21,1405513,"United States 12 Month Natural Gas Fund, LP",10-K,2018-03-21,0001144204-18-016031,unl
2018-03-14,1405528,"United States 12 Month Oil Fund, LP",10-K,2018-03-14,0001144204-18-014592,usl
2018-01-11,1405660,Alternative Investment Corp,10-K,2018-01-11,0001515971-18-000012,aiko
2018-02-28,1406587,Forestar Group Inc.,10-K,2018-02-28,0001406587-18-000002,for
2018-03-14,1406666,"CALIX, INC",10-K,2018-03-14,0001406666-18-000017,calx
2018-03-16,1407067,Franklin Financial Network Inc.,10-K,2018-03-16,0001193125-18-085133,
2018-03-22,1407200,Discover Card Execution Note Trust,10-K,2018-03-22,0001193125-18-091989,
2018-02-22,1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,10-K,2018-02-22,0001628280-18-002028,roic
2018-02-20,1407703,FirstEnergy Solutions Corp.,10-K,2018-02-20,0001031296-18-000015,
2018-03-29,1407805,ROCKIES REGION 2007 LP,10-K,2018-03-29,0001407805-18-000004,
2018-03-30,1407878,"Digital Locations, Inc.",10-K,2018-03-30,0001477932-18-001540,dloc
2018-02-07,1408075,GRAPHIC PACKAGING HOLDING CO,10-K,2018-02-07,0001408075-18-000009,gpk
2018-02-27,1408100,"Kennedy-Wilson Holdings, Inc.",10-K,2018-02-27,0001408100-18-000018,kw
2018-02-28,1408146,SCANDIUM INTERNATIONAL MINING CORP.,10-K,2018-02-28,0001062993-18-001011,scyyf
2018-02-26,1408198,MSCI Inc.,10-K,2018-02-26,0001564590-18-003147,msci
2018-03-16,1408278,"Synacor, Inc.",10-K,2018-03-16,0001564590-18-006086,
2018-03-16,1408534,"First Guaranty Bancshares, Inc.",10-K,2018-03-16,0001408534-18-000010,fgbip
2018-03-05,1409269,"Restoration Robotics, Inc.",10-K,2018-03-05,0001564590-18-004378,vero
