filing_date,cik,company_name,form_type,filing_date,accession,ticker
2020-03-03,1352190,RIDGEWOOD ENERGY S FUND LLC,10-K,2020-03-03,0001214659-20-002128,
2020-03-30,1353226,"STRATS(SM) Trust for Procter & Gamble Securities, Series 2006-1",10-K,2020-03-30,0001387131-20-003431,
2020-03-16,1353282,MANAGED FUTURES PREMIER WARRINGTON L.P.,10-K,2020-03-16,0001564590-20-011085,
2020-03-26,1353283,SPLUNK INC,10-K,2020-03-26,0001353283-20-000008,splk
2020-02-28,1353611,Invesco CurrencyShares British Pound Sterling Trust,10-K,2020-02-28,0001564590-20-007574,fxb
2020-02-28,1353612,Invesco CurrencyShares Canadian Dollar Trust,10-K,2020-02-28,0001564590-20-007570,fxc
2020-02-28,1353613,Invesco CurrencyShares Japanese Yen Trust,10-K,2020-02-28,0001564590-20-007578,fxy
2020-02-28,1353614,Invesco CurrencyShares Australian Dollar Trust,10-K,2020-02-28,0001564590-20-007571,fxa
2020-02-28,1353615,Invesco CurrencyShares Swiss Franc Trust,10-K,2020-02-28,0001564590-20-007577,fxf
2020-02-26,1354327,"PGT Innovations, Inc.",10-K,2020-02-26,0001564590-20-006608,pgti
2020-03-30,1354371,PPLUS Trust Series RRD-1,10-K,2020-03-30,0001174947-20-000471,
2020-02-28,1354730,Invesco DB G10 Currency Harvest Fund,10-K,2020-02-28,0001564590-20-007564,dbv
2020-02-25,1355001,REALOGY GROUP LLC,10-K,2020-02-25,0001398987-20-000010,
2020-02-26,1355096,"Qurate Retail, Inc.",10-K,2020-02-26,0001558370-20-001490,qrtep
2020-02-28,1355754,INSTRUCTURE INC,10-K,2020-02-28,0001564590-20-007826,
2020-03-24,1355839,"PeerStream, Inc.",10-K,2020-03-24,0001213900-20-007249,palt
2020-03-30,1355848,"Genius Brands International, Inc.",10-K,2020-03-30,0001683168-20-001032,gnus
2020-03-02,1356090,"PRECIGEN, INC.",10-K,2020-03-02,0001628280-20-002699,pgen
2020-03-13,1356093,"CREATIVE REALITIES, INC.",10-K,2020-03-13,0001213900-20-006174,crexw
2020-02-20,1356104,"Mellanox Technologies, Ltd.",10-K,2020-02-20,0001356104-20-000008,
2020-03-30,1356284,"STRATS(SM) Trust for Goldman Sachs Group Securities, Series 2006-2",10-K,2020-03-30,0001387131-20-003430,gjs
2020-02-28,1356576,"SUPERNUS PHARMACEUTICALS, INC.",10-K,2020-02-28,0001356576-20-000010,supn
2020-03-13,1356949,Houston Wire & Cable CO,10-K,2020-03-13,0001753926-20-000036,hwcc
2020-02-24,1357204,"DUNKIN' BRANDS GROUP, INC.",10-K,2020-02-24,0001357204-20-000015,
2020-02-27,1357369,American Campus Communities Operating Partnership LP,10-K,2020-02-27,0001283630-20-000029,
2020-03-27,1357459,"Seneca Biopharma, Inc.",10-K,2020-03-27,0001171843-20-002061,snca
2020-02-24,1357615,"KBR, INC.",10-K,2020-02-24,0001357615-20-000034,kbr
2020-03-30,1357660,"STRATS(SM) Trust for Allstate Corp Securities, Series 2006-3",10-K,2020-03-30,0001387131-20-003424,gjt
2020-03-30,1357671,"Jerrick Media Holdings, Inc.",10-K,2020-03-30,0001213900-20-008060,crtdw
2020-03-10,1357874,PRECISION BIOSCIENCES INC,10-K,2020-03-10,0001564590-20-009541,dtil
2020-02-19,1358071,CONCHO RESOURCES INC,10-K,2020-02-19,0001358071-20-000011,cxo
2020-03-23,1358190,"IT TECH PACKAGING, INC.",10-K,2020-03-23,0001213900-20-007091,itp
2020-02-28,1358356,"LIMESTONE BANCORP, INC.",10-K,2020-02-28,0001437749-20-003905,lmst
2020-03-12,1358403,"BELLICUM PHARMACEUTICALS, INC",10-K,2020-03-12,0001358403-20-000007,blcm
2020-02-19,1358762,REATA PHARMACEUTICALS INC,10-K,2020-02-19,0001564590-20-005272,reta
2020-02-11,1359841,Hanesbrands Inc.,10-K,2020-02-11,0001359841-20-000027,hbi
2020-03-20,1359931,"ArTara Therapeutics, Inc.",10-K,2020-03-20,0001171843-20-001860,tara
2020-03-13,1360214,"HARROW HEALTH, INC.",10-K,2020-03-13,0001493152-20-003862,hrowl
2020-03-05,1360565,"Where Food Comes From, Inc.",10-K,2020-03-05,0001387131-20-002583,wfcf
2020-02-18,1360604,"HEALTHCARE TRUST OF AMERICA, INC.",10-K,2020-02-18,0001360604-20-000025,hta
2020-02-25,1360901,Evercore Inc.,10-K,2020-02-25,0001360901-20-000006,evr
2020-02-11,1361113,VARONIS SYSTEMS INC,10-K,2020-02-11,0001628280-20-001362,vrns
2020-02-25,1361538,Primoris Services Corp,10-K,2020-02-25,0001558370-20-001249,prim
2020-02-26,1361658,"Wyndham Destinations, Inc.",10-K,2020-02-26,0001361658-20-000012,tnl
2020-02-28,1361983,ORBCOMM Inc.,10-K,2020-02-28,0001564590-20-007765,orbc
2020-02-28,1362004,"ICF International, Inc.",10-K,2020-02-28,0001564590-20-007616,icfi
2020-03-30,1362190,AUDIOEYE INC,10-K,2020-03-30,0001104659-20-040172,aeye
2020-02-27,1362468,Allegiant Travel CO,10-K,2020-02-27,0001362468-20-000011,algt
2020-01-14,1362516,"Cleartronic, Inc.",10-K,2020-01-14,0001091818-20-000009,clri
2020-03-25,1362703,"OncBioMune Pharmaceuticals, Inc",10-K,2020-03-25,0001493152-20-004730,obmp
2020-03-13,1362705,Sanchez Midstream Partners LP,10-K,2020-03-13,0001558370-20-002679,snmp
2020-02-13,1362988,Aircastle LTD,10-K,2020-02-13,0001362988-20-000023,
2020-02-27,1363829,Enstar Group LTD,10-K,2020-02-27,0001363829-20-000039,esgro
2020-03-30,1363958,"WESTERN CAPITAL RESOURCES, INC.",10-K,2020-03-30,0001753926-20-000060,wcrs
2020-02-14,1364250,Douglas Emmett Inc,10-K,2020-02-14,0001364250-20-000008,dei
2020-03-03,1364397,RIDGEWOOD ENERGY T FUND LLC,10-K,2020-03-03,0001214659-20-002129,
2020-02-27,1364479,HERC HOLDINGS INC,10-K,2020-02-27,0001364479-20-000005,hri
2020-02-28,1364742,BlackRock Inc.,10-K,2020-02-28,0001564590-20-007807,blk
2020-02-28,1364885,"Spirit AeroSystems Holdings, Inc.",10-K,2020-02-28,0001628280-20-002543,spr
2020-02-20,1364954,"CHEGG, INC",10-K,2020-02-20,0001364954-20-000041,chgg
2020-03-16,1365038,LEAF GROUP LTD.,10-K,2020-03-16,0001558370-20-002781,leaf
2020-02-20,1365135,Western Union CO,10-K,2020-02-20,0001558370-20-001090,wu
2020-03-13,1365916,"AMYRIS, INC.",10-K,2020-03-13,0001365916-20-000042,amrs
2020-02-28,1366246,GLU MOBILE INC,10-K,2020-02-28,0001558370-20-001804,gluu
2020-03-04,1366340,"FINJAN HOLDINGS, INC.",10-K,2020-03-04,0001366340-20-000009,
2020-03-31,1366561,SMARTSHEET INC,10-K,2020-03-31,0001366561-20-000019,smar
2020-03-06,1366744,HOMELAND ENERGY SOLUTIONS LLC,10-K,2020-03-06,0001366744-20-000004,
2020-02-28,1366868,"Globalstar, Inc.",10-K,2020-02-28,0001366868-20-000030,gsat
2020-03-27,1366928,AEP Texas Central Transition Funding II LLC,10-K,2020-03-27,0001366928-20-000005,
2020-02-21,1367064,"Archrock Partners, L.P.",10-K,2020-02-21,0001367064-20-000003,
2020-02-28,1367306,Invesco DB Multi-Sector Commodity Trust,10-K,2020-02-28,0001564590-20-007550,
2020-02-28,1367306,Invesco DB Multi-Sector Commodity Trust,10-K,2020-02-28,0001564590-20-007551,
2020-02-28,1367306,Invesco DB Multi-Sector Commodity Trust,10-K,2020-02-28,0001564590-20-007552,
2020-02-28,1367306,Invesco DB Multi-Sector Commodity Trust,10-K,2020-02-28,0001564590-20-007560,
2020-02-28,1367306,Invesco DB Multi-Sector Commodity Trust,10-K,2020-02-28,0001564590-20-007561,
2020-02-28,1367306,Invesco DB Multi-Sector Commodity Trust,10-K,2020-02-28,0001564590-20-007562,
2020-02-28,1367306,Invesco DB Multi-Sector Commodity Trust,10-K,2020-02-28,0001564590-20-007568,
2020-02-25,1367644,Emergent BioSolutions Inc.,10-K,2020-02-25,0001367644-20-000010,ebs
2020-03-10,1367859,Citizens Community Bancorp Inc.,10-K,2020-03-10,0001367859-20-000058,czwi
2020-02-27,1367920,"CONCERT PHARMACEUTICALS, INC.",10-K,2020-02-27,0001367920-20-000013,cnce
2020-03-16,1368148,"ATHERSYS, INC / NEW",10-K,2020-03-16,0001368148-20-000020,athx
2020-03-10,1368265,Clean Energy Fuels Corp.,10-K,2020-03-10,0001558370-20-002326,clne
2020-03-13,1368514,"ADMA BIOLOGICS, INC.",10-K,2020-03-13,0001193805-20-000348,adma
2020-03-24,1368757,"GTJ REIT, INC.",10-K,2020-03-24,0001564590-20-012566,gttj
2020-03-13,1369290,"MYOMO, INC.",10-K,2020-03-13,0001564590-20-010809,myo
2020-03-16,1369568,"CATALYST PHARMACEUTICALS, INC.",10-K,2020-03-16,0001193125-20-075048,cprx
2020-03-02,1370053,"ANAPTYSBIO, INC",10-K,2020-03-02,0001370053-20-000009,anab
2020-03-06,1370450,"Willdan Group, Inc.",10-K,2020-03-06,0001558370-20-002100,wldn
2020-02-27,1370637,ETSY INC,10-K,2020-02-27,0001370637-20-000046,etsy
2020-02-26,1370755,BlackRock TCP Capital Corp.,10-K,2020-02-26,0001370755-20-000007,tcpc
2020-02-21,1370880,"FireEye, Inc.",10-K,2020-02-21,0001370880-20-000008,feye
2020-02-19,1370946,Owens Corning,10-K,2020-02-19,0001370946-20-000015,oc
2020-03-09,1371128,BioSolar Inc,10-K,2020-03-09,0001213900-20-005770,bsrc
2020-02-14,1371285,"TRUPANION, INC.",10-K,2020-02-14,0001371285-20-000032,trup
2020-01-23,1371451,HIGHWATER ETHANOL LLC,10-K,2020-01-23,0001371451-20-000002,heol
2020-03-11,1371489,Information Services Group Inc.,10-K,2020-03-11,0001558370-20-002405,iii
2020-02-28,1371571,Invesco DB US Dollar Index Trust,10-K,2020-02-28,0001564590-20-007549,
2020-02-28,1371571,Invesco DB US Dollar Index Trust,10-K,2020-02-28,0001564590-20-007567,
2020-03-13,1371782,MV Oil Trust,10-K,2020-03-13,0001047469-20-001467,mvo
2020-02-26,1372020,Great Lakes Dredge & Dock CORP,10-K,2020-02-26,0001564590-20-006778,gldd
2020-03-30,1372184,"New You, Inc.",10-K,2020-03-30,0001262463-20-000128,nwyu
2020-03-27,1372299,"Ocugen, Inc.",10-K,2020-03-27,0001628280-20-004221,ocgn
2020-03-04,1372514,EYEGATE PHARMACEUTICALS INC,10-K,2020-03-04,0001104659-20-029162,eyeg
2020-03-19,1372612,BOX INC,10-K,2020-03-19,0001564590-20-011799,box
2020-03-06,1372807,Portman Ridge Finance Corp,10-K,2020-03-06,0001564590-20-009063,hcapz
2020-03-06,1373670,"Green Brick Partners, Inc.",10-K,2020-03-06,0001373670-20-000005,grbk
2020-03-12,1373707,TETRAPHASE PHARMACEUTICALS INC,10-K,2020-03-12,0001564590-20-010220,
2020-02-20,1373715,"ServiceNow, Inc.",10-K,2020-02-20,0001373715-20-000072,now
2020-02-21,1374310,"Cboe Global Markets, Inc.",10-K,2020-02-21,0001558370-20-001127,cboe
2020-03-30,1374328,"FITLIFE BRANDS, INC.",10-K,2020-03-30,0001654954-20-003419,ftlf
2020-02-27,1374535,Altra Industrial Motion Corp.,10-K,2020-02-27,0001564590-20-007474,aimc
2020-03-05,1374690,"ZAFGEN, INC.",10-K,2020-03-05,0001564590-20-008984,lrmr
2020-01-13,1375063,SYNTHESIS ENERGY SYSTEMS INC,10-K,2020-01-13,0001493152-20-000477,syne
2020-03-02,1375151,"ZOGENIX, INC.",10-K,2020-03-02,0001375151-20-000011,zgnx
2020-02-28,1375205,UR-ENERGY INC,10-K,2020-02-28,0001558370-20-001802,urg
2020-03-30,1375793,GTX CORP,10-K,2020-03-30,0001493152-20-005236,gtxo
2020-03-16,1375796,"Telaria, Inc.",10-K,2020-03-16,0001628280-20-003666,
2020-02-20,1376139,CVR ENERGY INC,10-K,2020-02-20,0001376139-20-000015,cvi
2020-03-13,1376227,"United States Natural Gas Fund, LP",10-K,2020-03-13,0001104659-20-032888,ung
2020-03-17,1376339,"MIMEDX GROUP, INC.",10-K,2020-03-17,0001376339-20-000009,mdxg
2020-03-10,1377121,"Protagonist Therapeutics, Inc",10-K,2020-03-10,0001558370-20-002334,ptgx
2020-03-30,1377149,CareView Communications Inc,10-K,2020-03-30,0001387131-20-003439,crvw
2020-01-13,1377167,"Financial Gravity Companies, Inc.",10-K,2020-01-13,0001683168-20-000101,fgco
2020-03-03,1377178,Ridgewood Energy U Fund LLC,10-K,2020-03-03,0001214659-20-002130,
2020-02-20,1377630,"National CineMedia, Inc.",10-K,2020-02-20,0001377630-20-000041,ncmi
2020-03-17,1377848,"ICON LEASING FUND TWELVE, LLC",10-K,2020-03-17,0001104659-20-034227,
2020-02-25,1378453,TravelCenters of America Inc. /MD/,10-K,2020-02-25,0001378453-20-000009,tannz
2020-02-28,1378624,"Cellular Biomedicine Group, Inc.",10-K,2020-02-28,0001654954-20-002065,
2020-03-02,1378946,"People's United Financial, Inc.",10-K,2020-03-02,0001628280-20-002693,pbctp
2020-03-10,1378950,"U.S. Auto Parts Network, Inc.",10-K,2020-03-10,0001558370-20-002264,prts
2020-02-20,1379041,"Employers Holdings, Inc.",10-K,2020-02-20,0001379041-20-000030,eig
2020-03-30,1379404,"Corporate Backed Callable Trust Certificates, J.C. Penny Debenture-Backed Series 2006-1 Trust",10-K,2020-03-30,0001019965-20-000132,
2020-02-21,1379527,WisdomTree Continuous Commodity Index Master Fund,10-K,2020-02-21,0001193125-20-044721,
2020-02-21,1379606,WisdomTree Continuous Commodity Index Fund,10-K,2020-02-21,0001193125-20-044721,gcc
2020-02-20,1379661,Targa Resources Partners LP,10-K,2020-02-20,0001564590-20-005598,
2020-02-27,1379785,"Barings BDC, Inc.",10-K,2020-02-27,0001379785-20-000009,bbdc
2020-02-24,1380846,"TriState Capital Holdings, Inc.",10-K,2020-02-24,0001380846-20-000009,tscap
2020-02-28,1381197,"Interactive Brokers Group, Inc.",10-K,2020-02-28,0001381197-20-000006,ibkr
2020-02-25,1381531,Domtar CORP,10-K,2020-02-25,0001564590-20-006192,ufs
2020-03-16,1382101,"SUTRO BIOPHARMA, INC.",10-K,2020-03-16,0001564590-20-010890,stro
2020-03-30,1382574,"TRXADE GROUP, INC.",10-K,2020-03-30,0001493152-20-005026,meds
2020-02-12,1382821,Redfin Corp,10-K,2020-02-12,0001382821-20-000025,rdfn
2020-02-28,1383054,INVESCO DB SILVER FUND,10-K,2020-02-28,0001564590-20-007562,dbs
2020-02-28,1383055,Invesco DB Gold Fund,10-K,2020-02-28,0001564590-20-007568,dgl
2020-02-28,1383057,Invesco DB Precious Metals Fund,10-K,2020-02-28,0001564590-20-007561,dbp
2020-02-28,1383058,Invesco DB Oil Fund,10-K,2020-02-28,0001564590-20-007560,dbo
2020-02-28,1383062,Invesco DB Energy Fund,10-K,2020-02-28,0001564590-20-007552,dbe
2020-02-28,1383082,INVESCO DB AGRICULTURE FUND,10-K,2020-02-28,0001564590-20-007550,dba
2020-02-28,1383084,INVESCO DB BASE METALS FUND,10-K,2020-02-28,0001564590-20-007551,dbb
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089825,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089856,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089861,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089863,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089864,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089865,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089870,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089908,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089911,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089913,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089916,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089919,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089922,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089926,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089929,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089930,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089932,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089934,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089937,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089940,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089945,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089947,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089953,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089954,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089958,
2020-03-30,1383094,SANTANDER DRIVE AUTO RECEIVABLES LLC,10-K,2020-03-30,0001193125-20-089971,
2020-02-28,1383149,INVESCO DB US DOLLAR INDEX BEARISH FUND,10-K,2020-02-28,0001564590-20-007567,udn
2020-02-28,1383151,Invesco DB US Dollar Index Bullish Fund,10-K,2020-02-28,0001564590-20-007549,uup
2020-02-13,1383394,TRANSACT ENERGY CORP,10-K,2020-02-13,0001078782-20-000106,tegy
2020-02-25,1383650,"Cheniere Energy Partners, L.P.",10-K,2020-02-25,0001383650-20-000006,cqp
2020-03-11,1383701,Conatus Pharmaceuticals Inc.,10-K,2020-03-11,0001564590-20-010122,hsto
2020-02-25,1384101,"VERACYTE, INC.",10-K,2020-02-25,0001384101-20-000015,vcyt
2020-03-16,1384195,"RING ENERGY, INC.",10-K,2020-03-16,0001104659-20-034179,rei
2020-02-26,1384905,"RingCentral, Inc.",10-K,2020-02-26,0001384905-20-000008,rng
2020-02-21,1385280,"Cinemark Holdings, Inc.",10-K,2020-02-21,0001564590-20-005646,cnk
2020-03-04,1385508,"OPIANT PHARMACEUTICALS, INC.",10-K,2020-03-04,0001385508-20-000039,opnt
2020-03-09,1385613,"GREENLIGHT CAPITAL RE, LTD.",10-K,2020-03-09,0001385613-20-000012,glre
2020-03-03,1385662,RIDGEWOOD ENERGY V FUND LLC,10-K,2020-03-03,0001214659-20-002131,
2020-03-20,1385799,Advanced Biomedical Technologies Inc.,10-K,2020-03-20,0001493152-20-004401,abmt
2020-03-17,1385849,ENERGY FUELS INC,10-K,2020-03-17,0001385849-20-000032,uuuu-wt
2020-03-20,1385867,Coupa Software Inc,10-K,2020-03-20,0001564590-20-011878,coup
2020-03-26,1386164,CERES ABINGDON L.P.,10-K,2020-03-26,0001193125-20-086305,
2020-03-02,1386278,GREEN DOT CORP,10-K,2020-03-02,0001386278-20-000020,gdot
2020-03-10,1386570,ChromaDex Corp.,10-K,2020-03-10,0001654954-20-002437,cdxc
2020-03-30,1387061,"Lightstone Value Plus Real Estate Investment Trust V, Inc.",10-K,2020-03-30,0001104659-20-040370,lvvp
2020-03-30,1387637,"Corporate Backed Callable Trust Certificates, J.C. Penney Debenture-Backed Series 2007-1 Trust",10-K,2020-03-30,0001019965-20-000131,
2020-03-05,1388430,"CAI International, Inc.",10-K,2020-03-05,0001388430-20-000003,cai-pb
2020-03-02,1388658,"iRhythm Technologies, Inc.",10-K,2020-03-02,0001388658-20-000034,irtc
2020-03-23,1389002,MARIN SOFTWARE INC,10-K,2020-03-23,0001564590-20-012228,mrin
2020-02-21,1389050,"Archrock, Inc.",10-K,2020-02-21,0001389050-20-000028,aroc
2020-03-30,1389067,TAUTACHROME INC.,10-K,2020-03-30,0001477932-20-001617,ttcm
2020-03-30,1389122,Frontier Balanced Fund,10-K,2020-03-30,0001213900-20-007917,
2020-03-30,1389123,Frontier Heritage Fund,10-K,2020-03-30,0001213900-20-007917,
2020-03-30,1389124,Frontier Global Fund,10-K,2020-03-30,0001213900-20-007917,
2020-03-30,1389125,Frontier Select Fund,10-K,2020-03-30,0001213900-20-007917,
2020-03-30,1389128,Frontier Long/Short Commodity Fund,10-K,2020-03-30,0001213900-20-007917,
2020-02-20,1389170,Targa Resources Corp.,10-K,2020-02-20,0001564590-20-005592,trgp
2020-03-26,1389545,"NovaBay Pharmaceuticals, Inc.",10-K,2020-03-26,0001437749-20-006213,nby
2020-03-31,1389936,MS Structured SATURNS Series 2007-1,10-K,2020-03-31,0000903423-20-000026,
2020-03-16,1390162,Howard Bancorp Inc,10-K,2020-03-16,0001104659-20-034091,hbmd
2020-03-13,1390478,"SELLAS Life Sciences Group, Inc.",10-K,2020-03-13,0001390478-20-000007,sls
2020-02-27,1390777,Bank of New York Mellon Corp,10-K,2020-02-27,0001390777-20-000044,bk
2020-02-21,1390844,WABCO Holdings Inc.,10-K,2020-02-21,0001390844-20-000003,
2020-01-30,1391127,"Limelight Networks, Inc.",10-K,2020-01-30,0001391127-20-000015,llnw
2020-03-30,1391135,ACQUIRED SALES CORP,10-K,2020-03-30,0001445866-20-000276,aqsp
2020-03-27,1391933,QUAINT OAK BANCORP INC,10-K,2020-03-27,0000927089-20-000206,qnto
2020-03-26,1392091,"Blueknight Energy Partners, L.P.",10-K,2020-03-26,0001437749-20-006224,bkepp
2020-03-17,1392380,"Gevo, Inc.",10-K,2020-03-17,0001437749-20-005495,gevo
2020-03-11,1392449,Green Planet Bio Engineering Co. Ltd.,10-K,2020-03-11,0001654954-20-002496,gplb
2020-03-30,1392545,"Lightning Gaming, Inc.",10-K,2020-03-30,0000890163-20-000013,
2020-02-19,1392972,"PROS Holdings, Inc.",10-K,2020-02-19,0001392972-20-000059,pro
2020-03-30,1393052,VEEVA SYSTEMS INC,10-K,2020-03-30,0001628280-20-004385,veev
2020-03-02,1393066,Resolute Forest Products Inc.,10-K,2020-03-02,0001393066-20-000002,rfp
2020-02-25,1393311,Public Storage,10-K,2020-02-25,0001393311-20-000008,psa-pg
2020-03-12,1393434,"OCULAR THERAPEUTIX, INC",10-K,2020-03-12,0001558370-20-002537,ocul
2020-02-26,1393612,Discover Financial Services,10-K,2020-02-26,0001393612-20-000009,dfs
2020-03-12,1393726,TIPTREE INC.,10-K,2020-03-12,0001393726-20-000041,tipt
2020-03-30,1393772,"WEED, INC.",10-K,2020-03-30,0001199835-20-000096,budz
2020-02-28,1393818,Blackstone Group Inc,10-K,2020-02-28,0001193125-20-056733,bx
2020-02-06,1393883,"DHI GROUP, INC.",10-K,2020-02-06,0001393883-20-000011,dhx
2020-03-26,1394056,"ONE STOP SYSTEMS, INC.",10-K,2020-03-26,0001564590-20-013196,oss
2020-02-28,1394319,"Tracon Pharmaceuticals, Inc.",10-K,2020-02-28,0001564590-20-007520,tcon
2020-03-12,1395585,First Trinity Financial CORP,10-K,2020-03-12,0001437749-20-004962,
2020-03-16,1395848,ADESTO TECHNOLOGIES Corp,10-K,2020-03-16,0001558370-20-002795,
2020-03-05,1395937,Syndax Pharmaceuticals Inc,10-K,2020-03-05,0001564590-20-009016,sndx
2020-02-19,1395942,"KAR Auction Services, Inc.",10-K,2020-02-19,0001395942-20-000018,kar
2020-02-26,1396009,Vulcan Materials CO,10-K,2020-02-26,0001396009-20-000006,vmc
2020-02-25,1396033,"Lumber Liquidators Holdings, Inc.",10-K,2020-02-25,0001558370-20-001266,ll
2020-02-28,1396440,Main Street Capital CORP,10-K,2020-02-28,0001047469-20-001108,main
2020-03-30,1396536,"DUOS TECHNOLOGIES GROUP, INC.",10-K,2020-03-30,0001553350-20-000273,duot
2020-03-27,1396549,"Entergy Gulf States Reconstruction Funding I, LLC",10-K,2020-03-27,0000065984-20-000139,
2020-03-27,1396633,SUMMER ENERGY HOLDINGS INC,10-K,2020-03-27,0001445866-20-000261,sume
2020-03-27,1396730,First National Master Note Trust,10-K,2020-03-27,0001193125-20-088724,
2020-02-21,1396814,"Pacira BioSciences, Inc.",10-K,2020-02-21,0001396814-20-000008,pcrx
2020-03-20,1396878,"United States Gasoline Fund, LP",10-K,2020-03-20,0001104659-20-036557,uga
2020-03-03,1397047,"FlexShopper, Inc.",10-K,2020-03-03,0001213900-20-005205,fpay
2020-03-26,1397187,lululemon athletica inc.,10-K,2020-03-26,0001397187-20-000012,lulu
2020-03-30,1397403,IMH Financial Corp,10-K,2020-03-30,0001397403-20-000010,
2020-03-02,1397702,Silk Road Medical Inc,10-K,2020-03-02,0001397702-20-000007,silk
2020-02-21,1397911,LPL Financial Holdings Inc.,10-K,2020-02-21,0001397911-20-000023,lpla
2020-03-02,1398659,Genpact LTD,10-K,2020-03-02,0001564590-20-008158,g
2020-03-11,1398733,"Aquestive Therapeutics, Inc.",10-K,2020-03-11,0001140361-20-005499,aqst
2020-03-30,1398805,"Envision Solar International, Inc.",10-K,2020-03-30,0001683168-20-001022,beemw
2020-02-25,1398987,REALOGY HOLDINGS CORP.,10-K,2020-02-25,0001398987-20-000010,rlgy
2020-03-10,1399249,"Pzena Investment Management, Inc.",10-K,2020-03-10,0001564590-20-009500,pzn
2020-03-26,1399520,"ONE Group Hospitality, Inc.",10-K,2020-03-26,0001558370-20-003189,stks
2020-02-28,1399529,Dicerna Pharmaceuticals Inc,10-K,2020-02-28,0001399529-20-000009,drna
2020-03-06,1400810,"HCI Group, Inc.",10-K,2020-03-06,0001564590-20-009164,hci
2020-02-27,1400891,"iHeartMedia, Inc.",10-K,2020-02-27,0001400891-20-000009,ihrtb
2020-03-23,1401040,DiaMedica Therapeutics Inc.,10-K,2020-03-23,0001437749-20-005906,dmac
2020-02-25,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",10-K,2020-02-25,0001401257-20-000056,fet
2020-03-12,1401521,UNITED INSURANCE HOLDINGS CORP.,10-K,2020-03-12,0001401521-20-000018,uihc
2020-03-12,1401564,"First Financial Northwest, Inc.",10-K,2020-03-12,0000939057-20-000095,ffnw
2020-02-28,1401667,"PUMA BIOTECHNOLOGY, INC.",10-K,2020-02-28,0001564590-20-007591,pbyi
2020-02-25,1401680,Cornerstone OnDemand Inc,10-K,2020-02-25,0001401680-20-000004,csod
2020-03-02,1401708,NanoString Technologies Inc,10-K,2020-03-02,0001401708-20-000039,nstg
2020-03-27,1401914,"Dare Bioscience, Inc.",10-K,2020-03-27,0001401914-20-000042,dare
2020-02-28,1402057,CDW Corp,10-K,2020-02-28,0001402057-20-000042,cdw
2020-02-28,1402436,SS&C Technologies Holdings Inc,10-K,2020-02-28,0001564590-20-007695,ssnc
