filing_date,cik,company_name,form_type,filing_date,accession,ticker
2021-02-23,1512673,"Square, Inc.",10-K,2021-02-23,0001512673-21-000008,sq
2021-02-25,1512762,"Coherus BioSciences, Inc.",10-K,2021-02-25,0001558370-21-001829,chrs
2021-03-25,1512927,"China United Insurance Service, Inc.",10-K,2021-03-25,0001104659-21-041492,cuii
2021-03-02,1512931,MONROE CAPITAL Corp,10-K,2021-03-02,0001104659-21-030862,mrccl
2021-02-25,1513363,FIDUS INVESTMENT Corp,10-K,2021-02-25,0001193125-21-056953,fdusz
2021-03-22,1513525,"ADIAL PHARMACEUTICALS, INC.",10-K,2021-03-22,0001213900-21-017009,adiww
2021-02-26,1513761,Norwegian Cruise Line Holdings Ltd.,10-K,2021-02-26,0001558370-21-001998,nclh
2021-03-16,1513818,"Aravive, Inc.",10-K,2021-03-16,0001564590-21-013312,arav
2021-03-22,1514056,"TRAQIQ, INC.",10-K,2021-03-22,0001493152-21-006526,triq
2021-03-29,1514183,"Silo Pharma, Inc.",10-K,2021-03-29,0001213900-21-018270,silo
2021-02-23,1514281,"AG Mortgage Investment Trust, Inc.",10-K,2021-02-23,0001514281-21-000025,mitt-pc
2021-03-01,1514416,Bandwidth Inc.,10-K,2021-03-01,0001514416-21-000092,band
2021-02-25,1514705,"SunCoke Energy, Inc.",10-K,2021-02-25,0001514705-21-000003,sxc
2021-02-26,1514991,AMC Networks Inc.,10-K,2021-02-26,0001514991-21-000014,amcx
2021-03-31,1515139,CurrencyWorks Inc.,10-K,2021-03-31,0001493152-21-007268,cwrk
2021-03-10,1515156,"Advanced Emissions Solutions, Inc.",10-K,2021-03-10,0001515156-21-000010,ades
2021-02-12,1515673,Ultragenyx Pharmaceutical Inc.,10-K,2021-02-12,0001564590-21-005610,rare
2021-02-26,1515816,Plymouth Industrial REIT Inc.,10-K,2021-02-26,0001171520-21-000110,plym-pa
2021-03-02,1516551,"Skye Bioscience, Inc.",10-K,2021-03-02,0001640334-21-000483,skye
2021-01-14,1516805,"Moxian, Inc.",10-K,2021-01-14,0001493152-21-001052,moxc
2021-02-08,1516887,"Wellness Center USA, Inc.",10-K,2021-02-08,0001493152-21-002909,wcui
2021-03-02,1516912,"Origin Bancorp, Inc.",10-K,2021-03-02,0001516912-21-000019,obnk
2021-03-29,1517006,"Gatos Silver, Inc.",10-K,2021-03-29,0001104659-21-043336,gato
2021-02-25,1517022,"Akebia Therapeutics, Inc.",10-K,2021-02-25,0001628280-21-003283,akba
2021-02-23,1517175,"Chefs' Warehouse, Inc.",10-K,2021-02-23,0001517175-21-000003,chef
2021-02-17,1517228,"CommScope Holding Company, Inc.",10-K,2021-02-17,0001564590-21-006126,comm
2021-02-23,1517302,Artisan Partners Asset Management Inc.,10-K,2021-02-23,0001517302-21-000019,apam
2021-02-24,1517375,"Sprout Social, Inc.",10-K,2021-02-24,0001517375-21-000009,spt
2021-03-01,1517413,"Fastly, Inc.",10-K,2021-03-01,0001517413-21-000030,fsly
2021-03-30,1517498,"Merion, Inc.",10-K,2021-03-30,0001477932-21-001788,ewlu
2021-02-18,1518339,LG&E & KU Energy LLC,10-K,2021-02-18,0000922224-21-000006,
2021-03-31,1518461,"AmpliTech Group, Inc.",10-K,2021-03-31,0001477932-21-001890,ampgw
2021-02-26,1518621,"Orchid Island Capital, Inc.",10-K,2021-02-26,0001518621-21-000030,orc
2021-03-12,1518715,"HomeStreet, Inc.",10-K,2021-03-12,0001518715-21-000065,hmst
2021-02-22,1519061,Trinseo S.A.,10-K,2021-02-22,0001558370-21-001355,tse
2021-03-30,1519117,"ATEL 15, LLC",10-K,2021-03-30,0001558370-21-003673,
2021-02-25,1519401,Regional Management Corp.,10-K,2021-02-25,0001564590-21-008906,rm
2021-02-24,1519751,"Fortune Brands Home & Security, Inc.",10-K,2021-02-24,0001564590-21-008129,fbhs
2021-02-26,1520006,Matador Resources Co,10-K,2021-02-26,0001520006-21-000056,mtdr
2021-03-23,1520048,Permianville Royalty Trust,10-K,2021-03-23,0001104659-21-040364,pvl
2021-02-11,1520262,Alkermes plc.,10-K,2021-02-11,0001564590-21-005593,alks
2021-02-26,1520697,"Acadia Healthcare Company, Inc.",10-K,2021-02-26,0001564590-21-009466,achc
2021-02-25,1521036,"Lantheus Holdings, Inc.",10-K,2021-02-25,0001628280-21-003336,lnth
2021-03-26,1521168,SandRidge Permian Trust,10-K,2021-03-26,0001104659-21-042424,pers
2021-02-08,1521332,Aptiv PLC,10-K,2021-02-08,0001521332-21-000009,aptv-pa
2021-02-24,1521951,"FIRST BUSINESS FINANCIAL SERVICES, INC.",10-K,2021-02-24,0001521951-21-000028,fbiz
2021-03-30,1522602,"CohBar, Inc.",10-K,2021-03-30,0001213900-21-018680,cwbr
2021-03-29,1522616,"Citibank, N.A., as depositor of Citibank Credit Card Issuance Trust",10-K,2021-03-29,0001193125-21-098187,
2021-02-16,1522727,"USA Compression Partners, LP",10-K,2021-02-16,0001522727-21-000010,usac
2021-03-23,1522767,MARIMED INC.,10-K,2021-03-23,0001493152-21-006636,mrmd
2021-03-19,1522860,"Acutus Medical, Inc.",10-K,2021-03-19,0001564590-21-014208,afib
2021-03-29,1523519,"ENTERGY LOUISIANA INVESTMENT RECOVERY FUNDING I, L.L.C.",10-K,2021-03-29,0000065984-21-000155,
2021-03-19,1523526,Sierra Income Corp,10-K,2021-03-19,0001437749-21-006651,sirr
2021-03-17,1524223,"Manning & Napier, Inc.",10-K,2021-03-17,0001524223-21-000016,mn
2021-03-01,1524358,MARRIOTT VACATIONS WORLDWIDE Corp,10-K,2021-03-01,0001524358-21-000016,vac
2021-02-26,1524472,Xylem Inc.,10-K,2021-02-26,0001524472-21-000008,xyl
2021-03-01,1524607,"MPT Operating Partnership, L.P.",10-K,2021-03-01,0001564590-21-009901,
2021-02-26,1524741,"U.S. SILICA HOLDINGS, INC.",10-K,2021-02-26,0001524741-21-000012,slca
2021-03-19,1524769,CHESAPEAKE GRANITE WASH TRUST,10-K,2021-03-19,0001524769-21-000005,chkr
2021-03-11,1524931,"CHUY'S HOLDINGS, INC.",10-K,2021-03-11,0001524931-21-000010,chuy
2021-03-05,1525287,Sprague Resources LP,10-K,2021-03-05,0001525287-21-000017,srlp
2021-03-01,1525759,FS KKR Capital Corp. II,10-K,2021-03-01,0001193125-21-063769,fskr
2021-03-31,1525769,"Dave & Buster's Entertainment, Inc.",10-K,2021-03-31,0001193125-21-102470,play
2021-03-30,1525773,Intelsat S.A.,10-K,2021-03-30,0001525773-21-000006,inteq
2021-02-26,1526113,"Global Net Lease, Inc.",10-K,2021-02-26,0001526113-21-000007,gnl-pb
2021-03-18,1526119,"Verastem, Inc.",10-K,2021-03-18,0001558370-21-003211,vstm
2021-02-19,1526520,"TripAdvisor, Inc.",10-K,2021-02-19,0001564590-21-006939,trip
2021-03-31,1527102,"Generation Hemp, Inc.",10-K,2021-03-31,0001213900-21-019142,genh
2021-02-11,1527166,Carlyle Group Inc.,10-K,2021-02-11,0001527166-21-000010,cgabl
2021-03-22,1527383,BankGuam Holding Co,10-K,2021-03-22,0001564590-21-014469,bkgm
2021-02-19,1527469,Athene Holding Ltd,10-K,2021-02-19,0001527469-21-000025,ath-pd
2021-02-25,1527508,Pactiv Evergreen Inc.,10-K,2021-02-25,0001564590-21-008652,ptve
2021-03-10,1527531,DBUBS 2011-LC3 Mortgage Trust,10-K,2021-03-10,0001056404-21-002414,
2021-03-18,1527541,"Wheeler Real Estate Investment Trust, Inc.",10-K,2021-03-18,0001628280-21-005085,whlrp
2021-03-15,1527590,Ready Capital Corp,10-K,2021-03-15,0001558370-21-003005,rc-pe
2021-03-25,1527599,"SYNLOGIC, INC.",10-K,2021-03-25,0001564590-21-015256,sybx
2021-02-25,1527753,"Personalis, Inc.",10-K,2021-02-25,0001564590-21-008848,psnl
2021-02-24,1528059,"VEREIT Operating Partnership, L.P.",10-K,2021-02-24,0001507385-21-000042,
2021-03-25,1528115,"Annexon, Inc.",10-K,2021-03-25,0001564590-21-015262,annx
2021-02-22,1528129,"Laredo Petroleum, Inc.",10-K,2021-02-22,0001528129-21-000026,lpi
2021-03-16,1528356,Genie Energy Ltd.,10-K,2021-03-16,0001213900-21-015538,gne-pa
2021-03-29,1528503,Morgan Stanley Capital I Trust 2011-C3,10-K,2021-03-29,0001056404-21-003379,
2021-03-16,1528760,"Exeo Entertainment, Inc.",10-K,2021-03-16,0001199835-21-000131,exeo
2021-03-30,1528849,RH,10-K,2021-03-30,0001558370-21-003728,rh
2021-03-10,1528930,"Franchise Group, Inc.",10-K,2021-03-10,0001528930-21-000013,frgap
2021-03-18,1528985,"Inland Real Estate Income Trust, Inc.",10-K,2021-03-18,0001564590-21-014193,inre
2021-03-31,1529113,INPIXON,10-K,2021-03-31,0001628280-21-006279,inpx
2021-02-18,1529377,Ares Commercial Real Estate Corp,10-K,2021-02-18,0001628280-21-002412,acre
2021-03-05,1529463,"FTS International, Inc.",10-K,2021-03-05,0001558370-21-002464,ftsi
2021-03-03,1529628,"Smart Sand, Inc.",10-K,2021-03-03,0001529628-21-000067,snd
2021-03-19,1529658,J.P. Morgan Chase Commercial Mortgage Securities Trust 2011-C5,10-K,2021-03-19,0001056404-21-002992,
2021-02-26,1529864,"Enova International, Inc.",10-K,2021-02-26,0001564590-21-009434,enva
2021-03-30,1530163,"Samsara Luggage, Inc.",10-K,2021-03-30,0001213900-21-018447,saml
2021-03-26,1530219,GS Mortgage Securities Trust 2011-GC5,10-K,2021-03-26,0001564590-21-015706,
2021-03-16,1530249,"FS Bancorp, Inc.",10-K,2021-03-16,0001558370-21-003074,fsbw
2021-03-31,1530746,"Kaya Holdings, Inc.",10-K,2021-03-31,0001721868-21-000184,kays
2021-03-15,1530766,"BioSig Technologies, Inc.",10-K,2021-03-15,0001185185-21-000325,bsgm
2021-02-23,1530804,Tronox Holdings plc,10-K,2021-02-23,0001530804-21-000005,trox
2021-03-19,1531031,"Esquire Financial Holdings, Inc.",10-K,2021-03-19,0001558370-21-003259,esq
2021-03-09,1531048,"Inari Medical, Inc.",10-K,2021-03-09,0001564590-21-011763,nari
2021-03-19,1531152,"BJ's Wholesale Club Holdings, Inc.",10-K,2021-03-19,0001437749-21-006555,bj
2021-03-08,1532286,"Nine Energy Service, Inc.",10-K,2021-03-08,0001532286-21-000006,nine
2021-02-26,1532346,"Atreca, Inc.",10-K,2021-02-26,0001558370-21-001932,bcel
2021-03-25,1532383,VANJIA CORP,10-K,2021-03-25,0001017386-21-000067,vnja
2021-03-24,1532619,Power REIT,10-K,2021-03-24,0001493152-21-006671,pw-pa
2021-03-15,1532826,WFRBS Commercial Mortgage Trust 2011-C5,10-K,2021-03-15,0001056404-21-002632,
2021-03-03,1532961,"NV5 Global, Inc.",10-K,2021-03-03,0001628280-21-003834,nvee
2021-03-30,1533030,Andina Gold Corp.,10-K,2021-03-30,0001213900-21-018703,agol
2021-03-25,1533040,Phio Pharmaceuticals Corp.,10-K,2021-03-25,0001683168-21-001062,phiow
2021-03-08,1533615,Global Medical REIT Inc.,10-K,2021-03-08,0001558370-21-002560,gmre-pa
2021-03-25,1533743,"Processa Pharmaceuticals, Inc.",10-K,2021-03-25,0001493152-21-006807,pcsa
2021-02-23,1533758,Hughes Satellite Systems Corp,10-K,2021-02-23,0001533758-21-000006,
2021-03-25,1533840,"CenterPoint Energy Transition Bond Co IV, LLC",10-K,2021-03-25,0001193125-21-094506,
2021-03-11,1533924,Amplify Energy Corp.,10-K,2021-03-11,0001564590-21-012491,ampy
2021-03-09,1533998,DarioHealth Corp.,10-K,2021-03-09,0001104659-21-033389,drio
2021-03-08,1534120,Cerecor Inc.,10-K,2021-03-08,0001628280-21-004162,cerc
2021-03-05,1534133,"GRAYBUG VISION, INC.",10-K,2021-03-05,0001564590-21-011305,gray
2021-03-08,1534154,Ipsidy Inc.,10-K,2021-03-08,0001213900-21-013989,idtyd
2021-03-09,1534248,Anchiano Therapeutics Ltd.,10-K,2021-03-09,0001104659-21-033822,cmmb
2021-03-16,1534254,CION Investment Corp,10-K,2021-03-16,0001534254-21-000003,cnic
2021-02-18,1534504,PBF Energy Inc.,10-K,2021-02-18,0001534504-21-000008,pbf
2021-03-16,1534525,"Xenetic Biosciences, Inc.",10-K,2021-03-16,0001683168-21-000969,xbiow
2021-03-08,1534675,Tecnoglass Inc.,10-K,2021-03-08,0001493152-21-005578,tgls
2021-02-24,1534701,Phillips 66,10-K,2021-02-24,0001534701-21-000074,psx
2021-03-31,1534708,"Eastside Distilling, Inc.",10-K,2021-03-31,0001493152-21-007474,east
2021-03-05,1534992,"Fiesta Restaurant Group, Inc.",10-K,2021-03-05,0001534992-21-000020,frgi
2021-03-25,1535379,"Cloudera, Inc.",10-K,2021-03-25,0001628280-21-005632,cldr
2021-03-19,1535456,GS Mortgage Securities Trust 2012-GC6,10-K,2021-03-19,0001056404-21-002959,
2021-03-18,1535527,"CrowdStrike Holdings, Inc.",10-K,2021-03-18,0001535527-21-000007,crwd
2021-03-26,1535706,CFCRE Commercial Mortgage Trust 2011-C2,10-K,2021-03-26,0001564590-21-015849,
2021-03-30,1535778,"MSC INCOME FUND, INC.",10-K,2021-03-30,0001047469-21-000783,hmsi
2021-03-01,1535929,"Voya Financial, Inc.",10-K,2021-03-01,0001535929-21-000025,voya-pb
2021-03-11,1535955,Lipocine Inc.,10-K,2021-03-11,0001104659-21-034761,lpcn
2021-03-26,1536226,UBS-Citigroup Commercial Mortgage Trust 2011-C1,10-K,2021-03-26,0001020242-21-000103,
2021-03-24,1536394,"U.S. Lighting Group, Inc.",10-K,2021-03-24,0001213900-21-017529,uslg
2021-03-31,1536577,Medley LLC,10-K,2021-03-31,0001437749-21-007882,mdlq
2021-03-30,1536720,SLM Student Loan Trust 2012-1,10-K,2021-03-30,0001140361-21-010754,
2021-03-01,1537028,"Independence Contract Drilling, Inc.",10-K,2021-03-01,0001537028-21-000041,icd
2021-03-11,1537054,Gogo Inc.,10-K,2021-03-11,0001564590-21-012575,gogo
2021-03-19,1537058,Whiting USA Trust II,10-K,2021-03-19,0001537058-21-000008,whzt
2021-03-18,1537435,TECOGEN INC.,10-K,2021-03-18,0001537435-21-000014,tgen
2021-03-31,1538210,"NexImmune, Inc.",10-K,2021-03-31,0001193125-21-102236,nexi
2021-03-31,1538217,"SRAX, Inc.",10-K,2021-03-31,0001493152-21-007542,srax
2021-02-23,1538716,Oportun Financial Corp,10-K,2021-02-23,0001538716-21-000030,oprt
2021-03-02,1538849,CrossAmerica Partners LP,10-K,2021-03-02,0001564590-21-010002,capl
2021-03-30,1538927,"Forma Therapeutics Holdings, Inc.",10-K,2021-03-30,0001564590-21-016642,fmtx
2021-02-26,1538990,STORE CAPITAL Corp,10-K,2021-02-26,0001558370-21-002003,stor
2021-03-15,1539029,"Clearside Biomedical, Inc.",10-K,2021-03-15,0001564590-21-013027,clsd
2021-02-12,1539638,"Triumph Bancorp, Inc.",10-K,2021-02-12,0001628280-21-002107,tbkcp
2021-03-26,1539816,AEP Texas Central Transition Funding III LLC,10-K,2021-03-26,0001539816-21-000003,
2021-02-25,1539838,"Diamondback Energy, Inc.",10-K,2021-02-25,0001539838-21-000015,fang
2021-03-22,1540184,"Medallia, Inc.",10-K,2021-03-22,0001540184-21-000004,mdla
2021-02-12,1540615,"PUGET TECHNOLOGIES, INC.",10-K,2021-02-12,0001575705-21-000037,puge
2021-03-31,1540684,"Brazil Minerals, Inc.",10-K,2021-03-31,0001520138-21-000181,bmix
2021-03-12,1540755,"Anaplan, Inc.",10-K,2021-03-12,0001564590-21-012868,plan
2021-03-30,1540960,SLM Student Loan Trust 2012-2,10-K,2021-03-30,0001140361-21-010755,
2021-03-30,1541119,"Sound Financial Bancorp, Inc.",10-K,2021-03-30,0001541119-21-000009,sfbc
2021-02-26,1541401,"Empire State Realty Trust, Inc.",10-K,2021-02-26,0001628280-21-003417,esrt
2021-03-30,1541451,Morgan Stanley Capital I Trust 2012-C4,10-K,2021-03-30,0001056404-21-003490,
2021-03-09,1542447,"RREEF Property Trust, Inc.",10-K,2021-03-09,0001542447-21-000014,
2021-03-15,1542574,Prosper Funding LLC,10-K,2021-03-15,0001416265-21-000134,
2021-03-16,1542830,WFRBS Commercial Mortgage Trust 2012-C6,10-K,2021-03-16,0001056404-21-002790,
2021-03-18,1543042,COMM 2012-LC4 Mortgage Trust,10-K,2021-03-18,0001020242-21-000072,
2021-03-01,1543151,"Uber Technologies, Inc",10-K,2021-03-01,0001543151-21-000014,uber
2021-02-12,1543418,Trilogy Metals Inc.,10-K,2021-02-12,0001558370-21-000933,tmq
2021-03-31,1543637,"Nu-Med Plus, Inc.",10-K,2021-03-31,0001548123-21-000029,numd
2021-03-11,1544190,"Shepherd's Finance, LLC",10-K,2021-03-11,0001493152-21-005824,
2021-02-23,1544206,"TCG BDC, INC.",10-K,2021-02-23,0001544206-21-000009,cgbd
2021-03-29,1544227,"Millendo Therapeutics, Inc.",10-K,2021-03-29,0001544227-21-000018,mlnd
2021-01-21,1544400,American Oil & Gas Inc.,10-K,2021-01-21,0001477932-21-000340,aoix
2021-03-16,1544629,UBS Commercial Mortgage Trust 2012-C1,10-K,2021-03-16,0001020242-21-000050,
2021-03-26,1545018,J.P. Morgan Chase Commercial Mortgage Securities Trust 2012-C6,10-K,2021-03-26,0001056404-21-003174,
2021-03-30,1545416,Sequoia Mortgage Trust 2012-2,10-K,2021-03-30,0001564590-21-016667,
2021-02-26,1545654,"Alexander & Baldwin, Inc.",10-K,2021-02-26,0001545654-21-000006,alex
2021-02-24,1546417,"Bloomin' Brands, Inc.",10-K,2021-02-24,0001546417-21-000023,blmn
2021-03-30,1546637,SLM Student Loan Trust 2012-3,10-K,2021-03-30,0001140361-21-010756,
2021-02-09,1546853,"Skkynet Cloud Systems, Inc.",10-K,2021-02-09,0001477932-21-000699,skky
2021-03-15,1547546,"Lument Finance Trust, Inc.",10-K,2021-03-15,0001628280-21-004756,lftpp
2021-02-24,1547903,"NMI Holdings, Inc.",10-K,2021-02-24,0001547903-21-000055,nmih
2021-03-04,1548187,"Soliton, Inc.",10-K,2021-03-04,0001548187-21-000015,soly
2021-03-30,1548240,"Yew Bio-Pharm Group, Inc.",10-K,2021-03-30,0001493152-21-007242,yewb
2021-03-12,1548266,GS Mortgage Securities Trust 2012-GCJ7,10-K,2021-03-12,0001056404-21-002558,
2021-03-16,1548599,COMM 2012-CCRE1 Mortgage Trust,10-K,2021-03-16,0001056404-21-002764,
2021-02-25,1549084,"EKSO BIONICS HOLDINGS, INC.",10-K,2021-02-25,0001549084-21-000012,ekso
2021-02-11,1549346,"Shutterstock, Inc.",10-K,2021-02-11,0001549346-21-000012,sstk
2021-02-16,1549595,"Nurix Therapeutics, Inc.",10-K,2021-02-16,0001564590-21-006071,nrix
2021-03-04,1549922,"Summit Midstream Partners, LP",10-K,2021-03-04,0001564590-21-011012,smlp
2021-03-04,1549966,Silvercrest Asset Management Group Inc.,10-K,2021-03-04,0001564590-21-010956,samg
2021-03-25,1550120,WFRBS Commercial Mortgage Trust 2012-C7,10-K,2021-03-25,0001056404-21-003093,
2021-03-12,1550221,J.P. Morgan Chase Commercial Mortgage Securities Trust 2012-CIBX,10-K,2021-03-12,0001056404-21-002501,
2021-01-29,1550369,RBC Covered Bond Guarantor Limited Partnership,10-K,2021-01-29,0001214659-21-000971,
2021-03-31,1550453,TriLinc Global Impact Fund LLC,10-K,2021-03-31,0001564590-21-017096,trlc
2021-01-29,1550603,"MALVERN BANCORP, INC.",10-K,2021-01-29,0001564590-21-003221,mlvf
2021-03-22,1550695,Performant Financial Corp,10-K,2021-03-22,0001550695-21-000007,pfmt
2021-03-30,1551097,Sequoia Mortgage Trust 2012-3,10-K,2021-03-30,0001564590-21-016711,
2021-02-19,1551152,AbbVie Inc.,10-K,2021-02-19,0001551152-21-000008,abbv
2021-02-24,1551182,Eaton Corp plc,10-K,2021-02-24,0001551182-21-000022,etn
2021-03-30,1551271,SLM Student Loan Trust 2012-5,10-K,2021-03-30,0001140361-21-010757,
2021-03-01,1551306,"Progyny, Inc.",10-K,2021-03-01,0001558370-21-002082,pgny
2021-03-11,1551693,"Sientra, Inc.",10-K,2021-03-11,0001564590-21-012519,sien
2021-01-29,1551887,DUESENBERG TECHNOLOGIES INC.,10-K,2021-01-29,0001393905-21-000025,dusyf
2021-03-04,1551901,Stellus Capital Investment Corp,10-K,2021-03-04,0001104659-21-032149,sca
2021-03-22,1551986,"9 METERS BIOPHARMA, INC.",10-K,2021-03-22,0001551986-21-000033,inntw
2021-02-26,1552000,MPLX LP,10-K,2021-02-26,0001552000-21-000017,mplxp
2021-02-16,1552033,TransUnion,10-K,2021-02-16,0001552033-21-000008,tru
2021-03-26,1552111,Barclays Dryrock Issuance Trust,10-K,2021-03-26,0001208646-21-000027,
2021-03-08,1552198,"WhiteHorse Finance, Inc.",10-K,2021-03-08,0001104659-21-033366,whfbz
2021-02-19,1552275,Sunoco LP,10-K,2021-02-19,0001552275-21-000011,sun
2021-03-30,1552327,Morgan Stanley Bank of America Merrill Lynch Trust 2012-C5,10-K,2021-03-30,0001387131-21-004019,
2021-03-18,1552328,UBS-Barclays Commercial Mortgage Trust 2012-C2,10-K,2021-03-18,0001387131-21-003662,
2021-02-25,1552358,TACTICAL SERVICES INC,10-K,2021-02-25,0001078782-21-000166,ttsi
2021-03-03,1552493,CNH Industrial Capital LLC,10-K,2021-03-03,0001558370-21-002310,
2021-03-01,1552797,"Delek Logistics Partners, LP",10-K,2021-03-01,0001552797-21-000015,dkl
2021-03-11,1552800,"TILE SHOP HOLDINGS, INC.",10-K,2021-03-11,0001552800-21-000005,ttsh
2021-02-19,1553023,CyrusOne Inc.,10-K,2021-02-19,0001553023-21-000012,cone
2021-02-26,1553079,"Empire State Realty OP, L.P.",10-K,2021-02-26,0001628280-21-003420,fisk
2021-03-24,1553643,"RELMADA THERAPEUTICS, INC.",10-K,2021-03-24,0001213900-21-017556,rlmd
2021-03-08,1553788,"SPLASH BEVERAGE GROUP, INC.",10-K,2021-03-08,0001731122-21-000336,sbev-wt
2021-03-16,1553817,WFRBS COMMERCIAL MORTGAGE TRUST 2012-C8,10-K,2021-03-16,0001056404-21-002782,
2021-03-30,1554730,Sequoia Mortgage Trust 2012-4,10-K,2021-03-30,0001564590-21-016674,
2021-03-11,1554776,COMM 2012-CCRE2 Mortgage Trust,10-K,2021-03-11,0001056404-21-002478,
2021-03-31,1554818,AUDDIA INC.,10-K,2021-03-31,0001683168-21-001165,auudw
2021-03-09,1554859,"Semler Scientific, Inc.",10-K,2021-03-09,0001104659-21-033887,smlr
2021-03-03,1555074,Altisource Asset Management Corp,10-K,2021-03-03,0001555074-21-000032,aamc
2021-03-31,1555279,908 Devices Inc.,10-K,2021-03-31,0001104659-21-044397,mass
2021-02-16,1555280,Zoetis Inc.,10-K,2021-02-16,0001555280-21-000098,zts
2021-03-18,1555902,UBS-Barclays Commercial Mortgage Trust 2012-C3,10-K,2021-03-18,0001020242-21-000066,
2021-03-30,1556107,SLM Student Loan Trust 2012-6,10-K,2021-03-30,0001140361-21-010758,
2021-03-04,1556263,"Syros Pharmaceuticals, Inc.",10-K,2021-03-04,0001564590-21-010709,syrsw
2021-03-17,1556487,COMM 2012-CCRE3 Mortgage Trust,10-K,2021-03-17,0001020242-21-000055,
2021-02-16,1556593,New Residential Investment Corp.,10-K,2021-02-16,0001556593-21-000004,nrz-pc
2021-03-16,1556601,Wells Fargo Commercial Mortgage Trust 2012-LC5,10-K,2021-03-16,0001056404-21-002786,
2021-03-15,1556727,First Northwest Bancorp,10-K,2021-03-15,0001437749-21-005979,fnwb
2021-03-25,1556739,"Thryv Holdings, Inc.",10-K,2021-03-25,0001628280-21-005660,thry
2021-03-29,1556811,Citigroup Commercial Mortgage Trust 2012-GC8,10-K,2021-03-29,0001564590-21-015984,
2021-03-12,1556898,"Techpoint, Inc.",10-K,2021-03-12,0001564590-21-012839,
2021-03-18,1556965,J.P. Morgan Chase Commercial Mortgage Securities Trust 2012-C8,10-K,2021-03-18,0001056404-21-002876,
2021-03-04,1557142,"Kadmon Holdings, Inc.",10-K,2021-03-04,0001557142-21-000022,kdmn
2021-02-08,1557376,"Organicell Regenerative Medicine, Inc.",10-K,2021-02-08,0001829126-21-000414,bpsr
2021-03-15,1557424,"Venture Lending & Leasing VII, Inc.",10-K,2021-03-15,0001557424-21-000003,
2021-02-25,1557746,"Aclaris Therapeutics, Inc.",10-K,2021-02-25,0001558370-21-001717,acrs
2021-03-17,1557805,WFRBS Commercial Mortgage Trust 2012-C9,10-K,2021-03-17,0001056404-21-002821,
2021-03-29,1558013,Morgan Stanley Bank of America Merrill Lynch Trust 2012-C6,10-K,2021-03-29,0001056404-21-003389,
2021-02-25,1558235,CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,10-K,2021-02-25,0001558235-21-000005,cpya
2021-03-25,1558546,COMM 2012-CCRE4 Mortgage Trust,10-K,2021-03-25,0001056404-21-003101,
2021-03-31,1558583,Arcimoto Inc,10-K,2021-03-31,0001213900-21-019153,fuv
2021-03-30,1558904,Sequoia Mortgage Trust 2012-5,10-K,2021-03-30,0001564590-21-016670,
2021-02-26,1559053,PROTHENA CORP PUBLIC LTD CO,10-K,2021-02-26,0001559053-21-000008,prta
2021-03-19,1559450,UBS-Barclays Commercial Mortgage Trust 2012-C4,10-K,2021-03-19,0001387131-21-003689,
2021-03-25,1559484,"Resource REIT, Inc.",10-K,2021-03-25,0001564590-21-015432,
2021-02-26,1559720,"Airbnb, Inc.",10-K,2021-02-26,0001559720-21-000010,abnb
2021-03-30,1559856,SLM Student Loan Trust 2012-7,10-K,2021-03-30,0001140361-21-010759,
2021-03-01,1559865,"EVERTEC, Inc.",10-K,2021-03-01,0001559865-21-000009,evtc
2021-03-12,1559909,Harvest Capital Credit Corp,10-K,2021-03-12,0001559909-21-000005,hcap
2021-02-24,1560241,"G1 Therapeutics, Inc.",10-K,2021-02-24,0001564590-21-008171,gthx
2021-03-11,1560258,"electroCore, Inc.",10-K,2021-03-11,0001213900-21-014871,ecor
2021-02-26,1560327,"Rapid7, Inc.",10-K,2021-02-26,0001560327-21-000043,rpd
2021-02-26,1560385,Liberty Media Corp,10-K,2021-02-26,0001558370-21-001967,batrb
2021-03-25,1560452,Texas Republic Capital Corp,10-K,2021-03-25,0001185185-21-000379,
2021-03-25,1560456,GS Mortgage Securities Trust 2012-GCJ9,10-K,2021-03-25,0000894189-21-001752,
2021-03-16,1560672,Ellington Residential Mortgage REIT,10-K,2021-03-16,0001560672-21-000010,earn
2021-03-30,1561032,"Healthcare Trust, Inc.",10-K,2021-03-30,0001561032-21-000004,hltc
2021-03-30,1561167,Sequoia Mortgage Trust 2012-6,10-K,2021-03-30,0001564590-21-016720,
2021-03-01,1561550,"Datadog, Inc.",10-K,2021-03-01,0001564590-21-009770,ddog
2021-02-25,15615,MASTEC INC,10-K,2021-02-25,0000015615-21-000006,mtz
2021-03-11,1561627,ExOne Co,10-K,2021-03-11,0001564590-21-012530,xone
2021-02-19,1561680,"Tri Pointe Homes, Inc.",10-K,2021-02-19,0001561680-21-000023,tph
2021-03-17,1561726,WFRBS Commercial Mortgage Trust 2012-C10,10-K,2021-03-17,0001056404-21-002806,
2021-03-19,1561727,COMM 2012-CCRE5 Mortgage Trust,10-K,2021-03-19,0001056404-21-002927,
2021-03-16,1561743,"Kindred Biosciences, Inc.",10-K,2021-03-16,0001561743-21-000024,kin
2021-02-22,1561894,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",10-K,2021-02-22,0001561894-21-000022,hasi
2021-03-25,1561921,"TELA Bio, Inc.",10-K,2021-03-25,0001558370-21-003483,tela
